id,time,entity_id,traj_id,coordinates,current_dis,speeds,holidays
6743,2013-10-08T20:19:40Z,4135,294,"[116.430962,39.884212]",,65.66,0
31305,2013-10-09T03:15:00Z,4135,1342,"[116.417603,40.024422]",0.0,64.5275,0
31306,2013-10-09T03:15:15Z,4135,1342,"[116.417595,40.022194]",0.24775866600000002,67.75,0
31307,2013-10-09T03:15:26Z,4135,1342,"[116.41758,40.020329]",0.455153931,71.74,0
31308,2013-10-09T03:15:39Z,4135,1342,"[116.417305,40.017948]",0.720959108,65.685,0
31309,2013-10-09T03:15:51Z,4135,1342,"[116.416855,40.015858]",0.956509403,68.6575,0
31310,2013-10-09T03:16:03Z,4135,1342,"[116.416397,40.013771]",1.191842707,71.9775,0
31311,2013-10-09T03:16:14Z,4135,1342,"[116.416145,40.011833]",1.408417875,64.7925,0
31312,2013-10-09T03:17:02Z,4135,1342,"[116.416824,40.006496]",2.005395951,53.01,0
31313,2013-10-09T03:17:24Z,4135,1342,"[116.417038,40.00359]",2.330301922,34.345,0
31314,2013-10-09T03:18:03Z,4135,1342,"[116.417511,40.001751]",2.540228689,39.8325,0
31315,2013-10-09T03:18:26Z,4135,1342,"[116.417229,39.99984]",2.754190566,21.26,0
31316,2013-10-09T03:20:39Z,4135,1342,"[116.418983,39.998856]",2.982631445,21.26,0
31317,2013-10-09T03:21:02Z,4135,1342,"[116.423218,39.998936]",3.3435512010000004,28.715,0
31318,2013-10-09T03:21:26Z,4135,1342,"[116.426735,39.998714]",3.644262924,27.4075,0
31319,2013-10-09T03:21:51Z,4135,1342,"[116.453728,39.956989]",,35.53,0
54562,2013-10-10T22:15:00Z,4135,2327,"[116.327126,40.021809]",0.0,62.1225,0
54563,2013-10-10T22:15:32Z,4135,2327,"[116.333321,40.02219]",0.549529241,67.81,0
54564,2013-10-10T22:15:55Z,4135,2327,"[116.338295,40.023109]",0.98525515,73.9675,0
54565,2013-10-10T22:16:05Z,4135,2327,"[116.340668,40.023094]",1.187338843,73.6,0
54566,2013-10-10T22:16:16Z,4135,2327,"[116.343216,40.023071]",1.404333205,73.7375,0
54567,2013-10-10T22:16:27Z,4135,2327,"[116.345757,40.023052]",1.620726778,70.38,0
54568,2013-10-10T22:16:51Z,4135,2327,"[116.350311,40.02293]",2.008768169,61.005,0
54569,2013-10-10T22:17:15Z,4135,2327,"[116.353714,40.021675]",2.330413418,45.525,0
54570,2013-10-10T22:17:39Z,4135,2327,"[116.35614,40.019726]",2.629838467,55.1225,0
54571,2013-10-10T22:18:51Z,4135,2327,"[116.360649,40.013317]",3.4394017889999997,40.95,0
54572,2013-10-10T22:19:15Z,4135,2327,"[116.362488,40.011162]",3.727815293,42.78,0
54573,2013-10-10T22:20:52Z,4135,2327,"[116.37249,39.998283]",5.3942340820000005,54.0175,0
54574,2013-10-10T22:21:03Z,4135,2327,"[116.373878,39.996479]",5.627096467,50.7675,0
54575,2013-10-10T22:21:15Z,4135,2327,"[116.375206,39.994747]",5.850467352000001,56.58,0
54576,2013-10-10T22:21:51Z,4135,2327,"[116.440308,39.884415]",,42.045,0
78361,2013-10-11T06:00:00Z,4135,3342,"[116.324554,40.024071]",0.0,71.375,0
78362,2013-10-11T06:00:23Z,4135,3342,"[116.327278,40.021812]",0.34192502,69.625,0
78363,2013-10-11T06:00:47Z,4135,3342,"[116.33194,40.021606]",0.7531548690000001,76.5925,0
78364,2013-10-11T06:01:02Z,4135,3342,"[116.334877,40.022751]",1.033808061,79.25,0
78365,2013-10-11T06:01:20Z,4135,3342,"[116.338951,40.023197]",1.385499676,81.2075,0
78366,2013-10-11T06:01:30Z,4135,3342,"[116.341568,40.023197]",1.608354403,80.75,0
78367,2013-10-11T06:01:50Z,4135,3342,"[116.346863,40.023136]",2.05930963,82.8175,0
78368,2013-10-11T06:02:00Z,4135,3342,"[116.349495,40.023106]",2.283466782,67.9875,0
78369,2013-10-11T06:02:19Z,4135,3342,"[116.354637,40.023018]",2.7214520330000003,68.445,0
78370,2013-10-11T06:02:28Z,4135,3342,"[116.357063,40.022987]",2.9280712039999996,68.48,0
78371,2013-10-11T06:02:48Z,4135,3342,"[116.362076,40.022934]",3.355003221,74.545,0
78372,2013-10-11T06:02:57Z,4135,3342,"[116.364716,40.0229]",3.5798492619999998,74.545,0
78373,2013-10-11T06:03:16Z,4135,3342,"[116.369652,40.022842]",4.000233549,80.6175,0
78374,2013-10-11T06:03:35Z,4135,3342,"[116.374863,40.022785]",4.444032163999999,66.975,0
78375,2013-10-11T06:03:45Z,4135,3342,"[116.255676,39.897038]",,75.0025,0
78425,2013-10-11T10:45:00Z,4135,3343,"[116.542694,40.024719]",0.0,74.8875,0
78426,2013-10-11T10:45:31Z,4135,3343,"[116.535202,40.022053]",0.70350811,69.605,0
78427,2013-10-11T10:46:25Z,4135,3343,"[116.522423,40.01746]",1.905672101,48.8225,0
78428,2013-10-11T10:46:48Z,4135,3343,"[116.517899,40.014961]",2.380720845,35.4325,0
78429,2013-10-11T10:47:36Z,4135,3343,"[116.514511,40.012096]",2.810562023,51.2125,0
78430,2013-10-11T10:48:00Z,4135,3343,"[116.512596,40.010357]",3.063541302,51.495,0
78431,2013-10-11T10:48:24Z,4135,3343,"[116.51078,40.008717]",3.302672223,53.6875,0
78432,2013-10-11T10:49:24Z,4135,3343,"[116.506874,40.005196]",3.81647635,50.7,0
78433,2013-10-11T10:49:48Z,4135,3343,"[116.505203,40.003685]",4.036685769,56.225,0
78434,2013-10-11T10:50:48Z,4135,3343,"[116.497597,39.996902]",5.031039278,69.5425,0
78435,2013-10-11T10:51:11Z,4135,3343,"[116.493263,39.992863]",5.612464237999999,70.895,0
78436,2013-10-11T10:51:36Z,4135,3343,"[116.489006,39.989052]",6.170260559,52.5025,0
78437,2013-10-11T10:52:36Z,4135,3343,"[116.478203,39.979244]",7.597434229,40.29,0
78438,2013-10-11T10:52:48Z,4135,3343,"[116.476265,39.977516]",7.850803523,54.55,0
78439,2013-10-11T10:53:23Z,4135,3343,"[116.504959,39.819805]",,58.595,0
100159,2013-10-12T17:00:00Z,4135,4297,"[116.334213,39.968395]",0.0,26.885,1
100160,2013-10-12T17:00:23Z,4135,4297,"[116.33403,39.971222]",0.31478970300000003,32.335,1
100161,2013-10-12T17:01:00Z,4135,4297,"[116.333832,39.975807]",0.824929015,16.575,1
100162,2013-10-12T17:02:48Z,4135,4297,"[116.333565,39.977852]",1.053654326,17.61,1
100163,2013-10-12T17:03:47Z,4135,4297,"[116.333549,39.979946]",1.286692766,15.13,1
100164,2013-10-12T17:05:23Z,4135,4297,"[116.33345,39.982418]",1.563334648,33.505,1
100165,2013-10-12T17:06:47Z,4135,4297,"[116.333328,39.986298]",1.995064161,32.85,1
100166,2013-10-12T17:07:11Z,4135,4297,"[116.333099,39.988529]",2.243921384,18.8075,1
100167,2013-10-12T17:08:48Z,4135,4297,"[116.332962,39.992321]",2.665947802,14.73,1
100168,2013-10-12T17:09:23Z,4135,4297,"[116.330116,39.992752]",2.9131038339999997,34.3,1
100169,2013-10-12T17:10:35Z,4135,4297,"[116.328712,39.994247]",3.168152455,20.915,1
100170,2013-10-12T17:11:11Z,4135,4297,"[116.328598,39.996563]",3.4259143130000003,13.605,1
100171,2013-10-12T17:11:47Z,4135,4297,"[116.328285,39.99839]",3.6308610569999997,25.655,1
100172,2013-10-12T17:13:24Z,4135,4297,"[116.324348,40.000904]",4.067475653,21.5975,1
100173,2013-10-12T17:13:59Z,4135,4297,"[116.310341,39.98542]",,20.3925,1
125526,2013-10-13T02:30:00Z,4135,5319,"[116.417572,40.02433]",0.0,53.67,1
125527,2013-10-13T02:30:16Z,4135,5319,"[116.417572,40.021576]",0.306249718,60.1925,1
125528,2013-10-13T02:30:40Z,4135,5319,"[116.417191,40.017296]",0.7832980620000001,65.035,1
125529,2013-10-13T02:30:52Z,4135,5319,"[116.416763,40.015289]",1.009437071,59.375,1
125530,2013-10-13T02:31:05Z,4135,5319,"[116.416321,40.013214]",1.243237903,65.255,1
125531,2013-10-13T02:31:16Z,4135,5319,"[116.41613,40.011219]",1.465681094,60.5425,1
125532,2013-10-13T02:31:52Z,4135,5319,"[116.416809,40.006458]",1.9982622030000001,54.6225,1
125533,2013-10-13T02:32:05Z,4135,5319,"[116.417122,40.004562]",2.210779821,54.6225,1
125534,2013-10-13T02:33:28Z,4135,5319,"[116.41748,40.002491]",2.448835837,31.6675,1
125535,2013-10-13T02:33:53Z,4135,5319,"[116.417442,39.999931]",2.7337316130000002,32.4775,1
125536,2013-10-13T02:34:17Z,4135,5319,"[116.419022,39.99884]",2.981618966,32.4775,1
125537,2013-10-13T02:34:40Z,4135,5319,"[116.422981,39.998837]",3.318874461,33.585,1
125538,2013-10-13T02:34:59Z,4135,5319,"[116.425797,39.998783]",3.55917014,41.64,1
125539,2013-10-13T02:35:16Z,4135,5319,"[116.428848,39.998547]",3.820398129,35.01,1
125540,2013-10-13T02:35:40Z,4135,5319,"[116.504311,39.931225]",,30.32,1
125588,2013-10-13T03:30:00Z,4135,5320,"[116.417519,40.024311]",0.0,55.44,1
125589,2013-10-13T03:30:24Z,4135,5320,"[116.417549,40.020695]",0.40211939,69.5975,1
125590,2013-10-13T03:30:37Z,4135,5320,"[116.417465,40.018787]",0.614412956,70.0125,1
125591,2013-10-13T03:30:49Z,4135,5320,"[116.417076,40.016834]",0.83410225,63.1925,1
125592,2013-10-13T03:31:00Z,4135,5320,"[116.416672,40.014835]",1.059041657,65.125,1
125593,2013-10-13T03:31:12Z,4135,5320,"[116.416214,40.012741]",1.29520399,61.2,1
125594,2013-10-13T03:31:24Z,4135,5320,"[116.416122,40.010895]",1.5006319819999998,61.2,1
125595,2013-10-13T03:32:23Z,4135,5320,"[116.416443,40.00843]",1.776324999,26.7425,1
125596,2013-10-13T03:32:47Z,4135,5320,"[116.416931,40.005249]",2.132491693,45.72,1
125597,2013-10-13T03:32:59Z,4135,5320,"[116.417259,40.003403]",2.339662765,33.775,1
125598,2013-10-13T03:33:23Z,4135,5320,"[116.417564,40.000751]",2.635799243,41.6775,1
125599,2013-10-13T03:33:47Z,4135,5320,"[116.41687,39.998844]",2.858951495,32.995,1
125600,2013-10-13T03:34:06Z,4135,5320,"[116.414322,39.998867]",3.077000575,32.4975,1
125601,2013-10-13T03:34:35Z,4135,5320,"[116.410713,39.998768]",3.3868651439999997,33.125,1
125602,2013-10-13T03:35:23Z,4135,5320,"[116.412849,39.899239]",,50.2875,1
126235,2013-10-13T20:30:00Z,4135,5342,"[116.40004,39.86528]",0.0,28.44,1
126236,2013-10-13T20:30:49Z,4135,5342,"[116.399704,39.869579]",0.479117168,55.615,1
126237,2013-10-13T20:31:37Z,4135,5342,"[116.403282,39.871632]",0.892693185,38.865,1
126238,2013-10-13T20:32:13Z,4135,5342,"[116.4095,39.872089]",1.425797121,51.5375,1
126239,2013-10-13T20:32:36Z,4135,5342,"[116.414169,39.872192]",1.8244366109999999,46.8975,1
126240,2013-10-13T20:32:59Z,4135,5342,"[116.417503,39.871159]",2.134508016,44.2525,1
126241,2013-10-13T20:34:12Z,4135,5342,"[116.426292,39.8713]",2.8866870010000003,57.39,1
126242,2013-10-13T20:34:35Z,4135,5342,"[116.430298,39.871082]",3.229441393,56.475,1
126243,2013-10-13T20:35:12Z,4135,5342,"[116.435577,39.870796]",3.6811058130000003,55.22,1
126244,2013-10-13T20:35:36Z,4135,5342,"[116.439224,39.870598]",3.993142665,41.43,1
126245,2013-10-13T20:36:36Z,4135,5342,"[116.444557,39.874256]",4.603569587,54.6275,1
126246,2013-10-13T20:37:00Z,4135,5342,"[116.445816,39.877365]",4.965951933,56.8075,1
126247,2013-10-13T20:37:36Z,4135,5342,"[116.445831,39.881603]",5.446794177,50.2075,1
126248,2013-10-13T20:38:00Z,4135,5342,"[116.445412,39.884399]",5.759763348,47.2425,1
126249,2013-10-13T20:38:24Z,4135,5342,"[116.284584,39.873539]",,51.195,1
151669,2013-10-15T19:15:00Z,4135,6342,"[116.356537,39.910225]",0.0,17.3975,0
151670,2013-10-15T19:16:00Z,4135,6342,"[116.356537,39.906921]",0.367724554,24.73,0
151671,2013-10-15T19:16:24Z,4135,6342,"[116.356598,39.904976]",0.584082374,30.475,0
151672,2013-10-15T19:16:49Z,4135,6342,"[116.356682,39.902908]",0.81415928,30.475,0
151673,2013-10-15T19:17:21Z,4135,6342,"[116.356758,39.901077]",1.017873945,31.89,0
151674,2013-10-15T19:18:00Z,4135,6342,"[116.355263,39.898579]",1.323535626,41.215,0
151675,2013-10-15T19:18:36Z,4135,6342,"[116.351624,39.898224]",1.636869471,35.9875,0
151676,2013-10-15T19:19:01Z,4135,6342,"[116.349022,39.897259]",1.88343062,37.1825,0
151677,2013-10-15T19:19:36Z,4135,6342,"[116.348679,39.892666]",2.395018065,27.515,0
151678,2013-10-15T19:20:12Z,4135,6342,"[116.348763,39.888203]",2.891363449,39.035,0
151679,2013-10-15T19:21:00Z,4135,6342,"[116.348946,39.880722]",3.723419017,51.06,0
151680,2013-10-15T19:21:12Z,4135,6342,"[116.349083,39.878872]",3.929474242,47.25,0
151681,2013-10-15T19:21:25Z,4135,6342,"[116.349228,39.876907]",4.148335829,38.9325,0
151682,2013-10-15T19:21:36Z,4135,6342,"[116.349228,39.874916]",4.369738585,43.1275,0
151683,2013-10-15T19:22:00Z,4135,6342,"[116.355309,39.952259]",,41.6175,0
174894,2013-10-16T13:15:00Z,4135,7311,"[116.543404,40.024994]",0.0,67.8275,0
174895,2013-10-16T13:15:48Z,4135,7311,"[116.541161,40.024185]",0.211130187,62.5825,0
174896,2013-10-16T13:16:37Z,4135,7311,"[116.537071,40.022743]",0.594559831,59.6375,0
174897,2013-10-16T13:17:36Z,4135,7311,"[116.534615,40.021858]",0.8257123959999999,59.6375,0
174898,2013-10-16T13:18:48Z,4135,7311,"[116.529999,40.020226]",1.258678026,58.53,0
174899,2013-10-16T13:19:24Z,4135,7311,"[116.526749,40.01907]",1.5638473769999999,55.09,0
174900,2013-10-16T13:20:36Z,4135,7311,"[116.523544,40.017918]",1.865364997,52.9675,0
174901,2013-10-16T13:22:00Z,4135,7311,"[116.519768,40.016159]",2.242135986,43.2725,0
174902,2013-10-16T13:22:36Z,4135,7311,"[116.517952,40.015003]",2.443328374,36.635,0
174903,2013-10-16T13:23:24Z,4135,7311,"[116.515167,40.012726]",2.790278307,47.0925,0
174904,2013-10-16T13:23:47Z,4135,7311,"[116.513153,40.010933]",3.0532957489999997,47.0925,0
174905,2013-10-16T13:24:36Z,4135,7311,"[116.511002,40.008984]",3.3370875719999997,45.67,0
174906,2013-10-16T13:25:36Z,4135,7311,"[116.508362,40.006577]",3.686781903,41.59,0
174907,2013-10-16T13:26:00Z,4135,7311,"[116.505974,40.004433]",4.000182856,41.5625,0
174908,2013-10-16T13:26:24Z,4135,7311,"[116.395874,39.904114]",,47.435,0
174958,2013-10-16T18:15:00Z,4135,7314,"[116.324226,40.024799]",0.0,31.1425,0
174959,2013-10-16T18:15:49Z,4135,7314,"[116.325928,40.021935]",0.351872284,45.73,0
174960,2013-10-16T18:16:07Z,4135,7314,"[116.324226,40.020058]",0.60598717,19.665,0
174961,2013-10-16T18:16:35Z,4135,7314,"[116.318741,40.018703]",1.0967983609999998,19.615,0
174962,2013-10-16T18:17:22Z,4135,7314,"[116.315292,40.018139]",1.3971668080000001,29.4625,0
174963,2013-10-16T18:17:47Z,4135,7314,"[116.312683,40.017754]",1.623444462,35.135,0
174964,2013-10-16T18:18:10Z,4135,7314,"[116.309982,40.017365]",1.857503381,35.27,0
174965,2013-10-16T18:18:35Z,4135,7314,"[116.306831,40.016788]",2.133515387,40.9975,0
174966,2013-10-16T18:19:23Z,4135,7314,"[116.301201,40.01532]",2.640024344,34.4275,0
174967,2013-10-16T18:20:23Z,4135,7314,"[116.29171,40.014061]",3.46148751,24.0625,0
174968,2013-10-16T18:20:47Z,4135,7314,"[116.289108,40.01384]",3.6844534319999998,13.7625,0
174969,2013-10-16T18:21:22Z,4135,7314,"[116.285622,40.013428]",3.984869867,40.7675,0
174970,2013-10-16T18:22:07Z,4135,7314,"[116.285866,40.01482]",4.267904765,40.7675,0
174971,2013-10-16T18:22:35Z,4135,7314,"[116.287407,40.012428]",4.591412557,42.9375,0
174972,2013-10-16T18:22:57Z,4135,7314,"[116.493904,39.993328]",,41.0525,0
198567,2013-10-17T09:00:00Z,4135,8286,"[116.461662,39.92485]",0.0,23.0575,0
198568,2013-10-17T09:01:13Z,4135,8286,"[116.461746,39.928898]",0.450203539,26.665,0
198569,2013-10-17T09:02:24Z,4135,8286,"[116.461761,39.933407]",0.951648743,27.36,0
198570,2013-10-17T09:02:48Z,4135,8286,"[116.461815,39.935303]",1.1625378720000001,36.98,0
198571,2013-10-17T09:03:19Z,4135,8286,"[116.461784,39.937729]",1.4323263519999998,38.5575,0
198572,2013-10-17T09:03:54Z,4135,8286,"[116.461784,39.939743]",1.6563083090000001,34.375,0
198573,2013-10-17T09:05:00Z,4135,8286,"[116.46183,39.944157]",2.147169996,37.465,0
198574,2013-10-17T09:05:36Z,4135,8286,"[116.462036,39.947121]",2.477508126,43.9775,0
198575,2013-10-17T09:06:19Z,4135,8286,"[116.46241,39.949425]",2.736275573,30.0125,0
198576,2013-10-17T09:06:36Z,4135,8286,"[116.464691,39.950199]",2.9489889939999996,27.035,0
198577,2013-10-17T09:07:23Z,4135,8286,"[116.467262,39.951031]",3.1869315589999996,18.4075,0
198578,2013-10-17T09:11:19Z,4135,8286,"[116.468277,39.953178]",3.4743098289999996,22.8225,0
198579,2013-10-17T09:13:13Z,4135,8286,"[116.468094,39.95583]",3.7696484619999997,29.7,0
198580,2013-10-17T09:13:49Z,4135,8286,"[116.467857,39.958134]",4.026662577,28.43,0
198581,2013-10-17T09:14:36Z,4135,8286,"[116.379395,39.952435]",,15.58,0
245144,2013-10-19T02:00:00Z,4135,10350,"[116.4617,39.934956]",0.0,56.37,1
245145,2013-10-19T02:00:12Z,4135,10350,"[116.461693,39.932884]",0.230422375,43.5925,1
245146,2013-10-19T02:00:24Z,4135,10350,"[116.46167,39.930763]",0.46628951700000004,59.695,1
245147,2013-10-19T02:00:36Z,4135,10350,"[116.46167,39.928577]",0.709376621,50.97,1
245148,2013-10-19T02:00:48Z,4135,10350,"[116.461609,39.926319]",0.9605241290000001,55.2625,1
245149,2013-10-19T02:01:00Z,4135,10350,"[116.461578,39.924217]",1.194285232,57.5525,1
245150,2013-10-19T02:01:37Z,4135,10350,"[116.46167,39.917866]",1.900593327,50.315,1
245151,2013-10-19T02:01:49Z,4135,10350,"[116.461723,39.915707]",2.140720533,57.8175,1
245152,2013-10-19T02:02:09Z,4135,10350,"[116.461784,39.912174]",2.5336308919999997,62.3625,1
245153,2013-10-19T02:02:36Z,4135,10350,"[116.461639,39.90704]",3.1046909310000004,56.6625,1
245154,2013-10-19T02:03:00Z,4135,10350,"[116.461578,39.902546]",3.604458847,62.1175,1
245155,2013-10-19T02:03:24Z,4135,10350,"[116.461487,39.898003]",4.109709918,57.6,1
245156,2013-10-19T02:03:36Z,4135,10350,"[116.46151,39.896091]",4.322336786,56.515,1
245157,2013-10-19T02:03:49Z,4135,10350,"[116.461349,39.894142]",4.539503903,40.5625,1
245158,2013-10-19T02:04:00Z,4135,10350,"[116.356697,39.913776]",,59.6075,1
245533,2013-10-19T14:00:00Z,4135,10361,"[116.49968,39.935543]",0.0,15.6025,1
245534,2013-10-19T14:00:32Z,4135,10361,"[116.495331,39.934303]",0.39563191700000006,23.2125,1
245535,2013-10-19T14:00:58Z,4135,10361,"[116.491814,39.933765]",0.7021258490000001,22.0125,1
245536,2013-10-19T14:03:32Z,4135,10361,"[116.489586,39.932774]",0.98481972,35.5,1
245537,2013-10-19T14:04:07Z,4135,10361,"[116.489716,39.930111]",1.281394048,47.705,1
245538,2013-10-19T14:04:44Z,4135,10361,"[116.489723,39.92738]",1.5851104,48.7925,1
245539,2013-10-19T14:05:08Z,4135,10361,"[116.489708,39.924782]",1.8740154709999999,47.4125,1
245540,2013-10-19T14:05:55Z,4135,10361,"[116.489677,39.921417]",2.24821882,48.8925,1
245541,2013-10-19T14:06:58Z,4135,10361,"[116.489662,39.918423]",2.581160991,46.06,1
245542,2013-10-19T14:08:19Z,4135,10361,"[116.489563,39.9118]",3.317699063,26.0275,1
245543,2013-10-19T14:08:43Z,4135,10361,"[116.48909,39.909046]",3.626594925,32.49,1
245544,2013-10-19T14:09:08Z,4135,10361,"[116.485458,39.908283]",3.955549862,51.0375,1
245545,2013-10-19T14:09:30Z,4135,10361,"[116.480751,39.908321]",4.357078249,49.82,1
245546,2013-10-19T14:10:04Z,4135,10361,"[116.473549,39.908356]",4.971421685,42.715,1
245547,2013-10-19T14:10:52Z,4135,10361,"[116.283676,39.850864]",,45.2075,1
270160,2013-10-20T10:15:00Z,4135,11349,"[116.544212,40.025242]",0.0,70.6475,1
270161,2013-10-20T10:15:36Z,4135,11349,"[116.541801,40.024372]",0.226960372,72.7825,1
270162,2013-10-20T10:16:24Z,4135,11349,"[116.537361,40.022812]",0.642950496,72.725,1
270163,2013-10-20T10:17:00Z,4135,11349,"[116.535019,40.02198]",0.862807538,69.76,1
270164,2013-10-20T10:18:00Z,4135,11349,"[116.531731,40.020824]",1.170909255,70.82,1
270165,2013-10-20T10:18:48Z,4135,11349,"[116.527565,40.01936]",1.561257074,64.265,1
270166,2013-10-20T10:19:36Z,4135,11349,"[116.522751,40.017681]",2.011799438,48.89,1
270167,2013-10-20T10:20:48Z,4135,11349,"[116.519287,40.015907]",2.366945096,53.0325,1
270168,2013-10-20T10:22:00Z,4135,11349,"[116.515907,40.013424]",2.766054253,52.0025,1
270169,2013-10-20T10:22:36Z,4135,11349,"[116.513382,40.011143]",3.098601248,48.675,1
270170,2013-10-20T10:23:48Z,4135,11349,"[116.507538,40.005798]",3.87394162,51.7925,1
270171,2013-10-20T10:24:13Z,4135,11349,"[116.505852,40.004261]",4.097184085,42.69,1
270172,2013-10-20T10:24:48Z,4135,11349,"[116.501915,40.00074]",4.612715972,34.73,1
270173,2013-10-20T10:25:00Z,4135,11349,"[116.499931,39.998936]",4.875027686,41.205,1
270174,2013-10-20T10:25:12Z,4135,11349,"[116.349556,39.877586]",,43.16,1
270559,2013-10-20T19:15:00Z,4135,11362,"[116.424217,39.986549]",0.0,30.44,1
270560,2013-10-20T19:16:44Z,4135,11362,"[116.42408,39.988441]",0.210735958,38.375,1
270561,2013-10-20T19:17:31Z,4135,11362,"[116.420303,39.989029]",0.568771803,48.835,1
270562,2013-10-20T19:17:56Z,4135,11362,"[116.417633,39.988995]",0.797629872,48.2525,1
270563,2013-10-20T19:18:35Z,4135,11362,"[116.411476,39.988773]",1.322783,47.385,1
270564,2013-10-20T19:19:35Z,4135,11362,"[116.401909,39.988514]",2.13839698,46.61,1
270565,2013-10-20T19:20:07Z,4135,11362,"[116.39801,39.98835]",2.471102859,52.7475,1
270566,2013-10-20T19:20:30Z,4135,11362,"[116.393845,39.98814]",2.8267353510000004,55.1875,1
270567,2013-10-20T19:20:42Z,4135,11362,"[116.391373,39.98806]",3.0375384239999996,52.045,1
270568,2013-10-20T19:21:18Z,4135,11362,"[116.385994,39.988029]",3.495881044,37.9375,1
270569,2013-10-20T19:21:42Z,4135,11362,"[116.383102,39.987846]",3.743119966,48.86,1
270570,2013-10-20T19:22:18Z,4135,11362,"[116.378479,39.987793]",4.1370469110000005,50.44,1
270571,2013-10-20T19:23:35Z,4135,11362,"[116.379318,39.983852]",4.770855733,47.515,1
270572,2013-10-20T19:24:06Z,4135,11362,"[116.379982,39.981541]",5.034009682,40.4975,1
270573,2013-10-20T19:25:18Z,4135,11362,"[116.345306,39.805798]",,16.275,1
270589,2013-10-20T20:00:00Z,4135,11363,"[116.347115,39.993233]",0.0,30.17,1
270590,2013-10-20T20:00:24Z,4135,11363,"[116.344315,39.993141]",0.238792432,24.315,1
270591,2013-10-20T20:02:36Z,4135,11363,"[116.340858,39.993027]",0.533908934,16.735,1
270592,2013-10-20T20:03:18Z,4135,11363,"[116.338455,39.992966]",0.738811962,10.9,1
270593,2013-10-20T20:06:00Z,4135,11363,"[116.3395,39.992931]",1.047809972,10.9,1
270594,2013-10-20T20:07:00Z,4135,11363,"[116.342506,39.993004]",1.304426984,16.735,1
270595,2013-10-20T20:08:00Z,4135,11363,"[116.346817,39.993214]",1.6724405219999998,30.17,1
270596,2013-10-20T20:08:36Z,4135,11363,"[116.349792,39.993298]",1.9260835669999998,31.295,1
270597,2013-10-20T20:09:48Z,4135,11363,"[116.352142,39.993298]",2.1262922509999997,19.4875,1
270598,2013-10-20T20:11:18Z,4135,11363,"[116.354843,39.993382]",2.356703182,40.39,1
270599,2013-10-20T20:11:36Z,4135,11363,"[116.357208,39.993492]",2.558557247,19.3275,1
270600,2013-10-20T20:12:18Z,4135,11363,"[116.363167,39.993641]",3.066502543,27.4125,1
270601,2013-10-20T20:12:36Z,4135,11363,"[116.366112,39.993729]",3.317587837,19.285,1
270602,2013-10-20T20:13:00Z,4135,11363,"[116.369049,39.993694]",3.5680011510000003,21.7325,1
270603,2013-10-20T20:14:12Z,4135,11363,"[116.418327,39.901489]",,46.2025,1
294359,2013-10-21T13:15:00Z,4135,12337,"[116.351387,40.024399]",0.0,52.52,0
294360,2013-10-21T13:15:49Z,4135,12337,"[116.351814,40.02005]",0.484981655,42.625,0
294361,2013-10-21T13:16:42Z,4135,12337,"[116.351913,40.018112]",0.700656608,30.62,0
294362,2013-10-21T13:17:00Z,4135,12337,"[116.351997,40.016037]",0.931539659,24.45,0
294363,2013-10-21T13:17:43Z,4135,12337,"[116.352188,40.013855]",1.174726615,28.245,0
294364,2013-10-21T13:18:42Z,4135,12337,"[116.352371,40.006397]",2.004259083,49.2275,0
294365,2013-10-21T13:19:00Z,4135,12337,"[116.35247,40.004402]",2.226266856,48.5,0
294366,2013-10-21T13:19:43Z,4135,12337,"[116.352547,40.002129]",2.479113601,23.175,0
294367,2013-10-21T13:21:24Z,4135,12337,"[116.352829,39.998569]",2.8759612089999997,34.665,0
294368,2013-10-21T13:22:24Z,4135,12337,"[116.352951,39.994415]",3.338010332,42.0525,0
294369,2013-10-21T13:23:42Z,4135,12337,"[116.353058,39.992126]",3.592714397,20.015,0
294370,2013-10-21T13:24:12Z,4135,12337,"[116.353165,39.989315]",3.905436789,42.37,0
294371,2013-10-21T13:25:00Z,4135,12337,"[116.352928,39.986897]",4.175079837,35.83,0
294372,2013-10-21T13:25:43Z,4135,12337,"[116.353409,39.984154]",4.483557692,40.9025,0
294373,2013-10-21T13:26:36Z,4135,12337,"[116.317505,39.985775]",,39.8575,0
294416,2013-10-21T17:15:00Z,4135,12338,"[116.374207,40.023743]",0.0,36.7275,0
294417,2013-10-21T17:15:37Z,4135,12338,"[116.37442,40.020576]",0.352671787,52.8825,0
294418,2013-10-21T17:16:01Z,4135,12338,"[116.374664,40.017326]",0.714678351,29.78,0
294419,2013-10-21T17:16:25Z,4135,12338,"[116.374779,40.014477]",1.03165723,21.62,0
294420,2013-10-21T17:18:25Z,4135,12338,"[116.375031,40.010326]",1.4938243,26.815,0
294421,2013-10-21T17:21:13Z,4135,12338,"[116.379265,40.009872]",1.876352345,37.795,0
294422,2013-10-21T17:22:01Z,4135,12338,"[116.384048,40.009869]",2.283745984,36.445,0
294423,2013-10-21T17:22:37Z,4135,12338,"[116.386475,40.007858]",2.58828077,28.35,0
294424,2013-10-21T17:23:25Z,4135,12338,"[116.386581,40.005814]",2.815756472,31.09,0
294425,2013-10-21T17:24:13Z,4135,12338,"[116.386909,39.999416]",3.527773945,29.5,0
294426,2013-10-21T17:25:01Z,4135,12338,"[116.390694,39.997948]",3.966716262,19.1125,0
