geo_id,type,coordinates,highway
8714,Point,"[116.3043731, 39.9232826]",10
8715,Point,"[116.3043683, 39.92399]",10
8716,Point,"[116.30412, 39.9233218]",10
8717,Point,"[116.3038906, 39.9232969]",10
8718,Point,"[116.3034262, 39.9229591]",10
8719,Point,"[116.3029647, 39.9229546]",10
8720,Point,"[116.3025719, 39.9229508]",10
8721,Point,"[116.3033912, 39.9228582]",10
8722,Point,"[116.3033815, 39.9227532]",10
8723,Point,"[116.3033951, 39.9226581]",10
8724,Point,"[116.3034287, 39.9225686]",10
8725,Point,"[116.3037277, 39.9232403]",10
8726,Point,"[116.303583, 39.923151]",10
8727,Point,"[116.3034804, 39.9230469]",10
8728,Point,"[116.2982985, 39.9228964]",13
8729,Point,"[116.2971692, 39.9227339]",13
8730,Point,"[116.2953421, 39.9228727]",10
8731,Point,"[116.3087856, 39.9227853]",10
8732,Point,"[116.3081629, 39.9228105]",10
8733,Point,"[116.3047338, 39.923043]",10
8734,Point,"[116.3046441, 39.9231379]",10
8735,Point,"[116.3045241, 39.9232198]",10
8736,Point,"[116.3105668, 39.922318]",10
8737,Point,"[116.3108746, 39.9223075]",10
8738,Point,"[116.310448, 39.9209032]",6
8739,Point,"[116.3107098, 39.9206941]",6
8740,Point,"[116.3114078, 39.9206941]",6
8741,Point,"[116.3117905, 39.9208737]",6
8742,Point,"[116.3119423, 39.920945]",6
8743,Point,"[116.3141237, 39.921012]",6
8744,Point,"[116.3043977, 39.9261984]",10
8745,Point,"[116.3043813, 39.9274033]",10
8746,Point,"[116.2986042, 39.9224764]",10
8747,Point,"[116.2992857, 39.9224898]",10
8748,Point,"[116.3035022, 39.922459]",10
8749,Point,"[116.3036221, 39.9223527]",10
8750,Point,"[116.3037335, 39.9222897]",10
8751,Point,"[116.3038777, 39.922239]",10
8752,Point,"[116.3038853, 39.9216052]",10
8753,Point,"[116.3040685, 39.9222115]",10
8754,Point,"[116.304208, 39.9222164]",10
8755,Point,"[116.3043736, 39.9222502]",10
8756,Point,"[116.3038997, 39.9201826]",11
8757,Point,"[116.3044006, 39.9201924]",11
8758,Point,"[116.3039015, 39.9199576]",10
8759,Point,"[116.3028481, 39.9201565]",6
8760,Point,"[116.3020519, 39.9200978]",6
8761,Point,"[116.3013186, 39.9200768]",6
8762,Point,"[116.30093, 39.9200264]",6
8763,Point,"[116.3003746, 39.9198082]",6
8764,Point,"[116.2996796, 39.9194745]",6
8765,Point,"[116.2994539, 39.9193562]",6
8766,Point,"[116.2980982, 39.9186456]",6
8767,Point,"[116.3045428, 39.9201884]",6
8768,Point,"[116.3053982, 39.9201693]",6
8769,Point,"[116.3078088, 39.9200013]",6
8770,Point,"[116.3043955, 39.9207557]",10
8771,Point,"[116.3043934, 39.9209809]",10
8772,Point,"[116.304388, 39.9215849]",10
8773,Point,"[116.3044457, 39.9222759]",10
8774,Point,"[116.3046097, 39.9223674]",10
8775,Point,"[116.3283789, 39.9218895]",10
8776,Point,"[116.3284318, 39.9226772]",8
8777,Point,"[116.3283885, 39.9231014]",8
8778,Point,"[116.3283608, 39.9233731]",8
8779,Point,"[116.3198298, 39.9257488]",4
8780,Point,"[116.315333, 39.9239875]",6
8781,Point,"[116.3152136, 39.9252946]",6
8782,Point,"[116.3151537, 39.925709]",6
8783,Point,"[116.3132059, 39.9226479]",10
8784,Point,"[116.3114176, 39.9226937]",10
8785,Point,"[116.311142, 39.922699]",10
8786,Point,"[116.3287356, 39.9214889]",10
8787,Point,"[116.3300012, 39.9215165]",10
8788,Point,"[116.3287251, 39.9216095]",12
8789,Point,"[116.3299688, 39.9216384]",12
8790,Point,"[116.3152286, 39.9221813]",6
8791,Point,"[116.3172774, 39.9222259]",12
8792,Point,"[116.3195876, 39.921974]",5
8793,Point,"[116.3197898, 39.9221107]",5
8794,Point,"[116.3215033, 39.9220166]",12
8795,Point,"[116.3218046, 39.9220001]",12
8796,Point,"[116.3228825, 39.9219409]",12
8797,Point,"[116.3266477, 39.9217342]",12
8798,Point,"[116.3283808, 39.9216391]",12
8799,Point,"[116.3805995, 39.9473235]",13
8800,Point,"[116.3811114, 39.9474671]",13
8801,Point,"[116.3831639, 39.9473502]",10
8802,Point,"[116.3851905, 39.9473712]",10
8803,Point,"[116.3855875, 39.9473753]",10
8804,Point,"[116.3870795, 39.9473909]",10
8805,Point,"[116.3758873, 39.9473011]",10
8806,Point,"[116.3772714, 39.9472967]",10
8807,Point,"[116.3737089, 39.9471157]",11
8808,Point,"[116.3737605, 39.9471274]",11
8809,Point,"[116.3737848, 39.9471319]",11
8810,Point,"[116.373825, 39.94714]",11
8811,Point,"[116.3738844, 39.9471495]",11
8812,Point,"[116.3739299, 39.9471546]",11
8813,Point,"[116.3740621, 39.9471681]",11
8814,Point,"[116.3737081, 39.9472381]",11
8815,Point,"[116.3737016, 39.9476854]",11
8816,Point,"[116.3737103, 39.9477545]",11
8817,Point,"[116.3737223, 39.9478008]",11
8818,Point,"[116.3737469, 39.9478645]",11
8819,Point,"[116.3738295, 39.9479507]",11
8820,Point,"[116.3740172, 39.9481021]",11
8821,Point,"[116.3740876, 39.9481795]",11
8822,Point,"[116.3745078, 39.9471753]",11
8823,Point,"[116.3748923, 39.9471764]",11
8824,Point,"[116.3754202, 39.9471985]",11
8825,Point,"[116.3757081, 39.9472641]",11
8826,Point,"[116.3724104, 39.9471463]",11
8827,Point,"[116.3727241, 39.9471092]",11
8828,Point,"[116.3727236, 39.9471614]",11
8829,Point,"[116.372777, 39.9472256]",11
8830,Point,"[116.3727743, 39.9476851]",11
8831,Point,"[116.3727223, 39.9477668]",11
8832,Point,"[116.3707116, 39.9472394]",11
8833,Point,"[116.3712878, 39.94713]",11
8834,Point,"[116.371281, 39.9472869]",11
8835,Point,"[116.3733044, 39.9473096]",11
8836,Point,"[116.3752362, 39.9473312]",11
8837,Point,"[116.3656958, 39.9474093]",4
8838,Point,"[116.3651931, 39.9473426]",10
8839,Point,"[116.3705321, 39.9476355]",10
8840,Point,"[116.3704404, 39.9476254]",10
8841,Point,"[116.3700953, 39.9476171]",10
8842,Point,"[116.3699856, 39.9476145]",10
8843,Point,"[116.3733116, 39.9476142]",11
8844,Point,"[116.3712366, 39.9476057]",11
8845,Point,"[116.3763325, 39.947658]",10
8846,Point,"[116.3759581, 39.947647]",10
8847,Point,"[116.3760288, 39.9477256]",3
8848,Point,"[116.3757516, 39.9477726]",3
8849,Point,"[116.3755195, 39.9478368]",3
8850,Point,"[116.3753165, 39.9478961]",3
8851,Point,"[116.3751199, 39.9479826]",3
8852,Point,"[116.3749716, 39.9480814]",3
8853,Point,"[116.3748524, 39.9481926]",3
8854,Point,"[116.3747621, 39.9483112]",3
8855,Point,"[116.3737829, 39.9497319]",3
8856,Point,"[116.3736695, 39.949895]",3
8857,Point,"[116.3735922, 39.9500062]",3
8858,Point,"[116.3734891, 39.9501791]",3
8859,Point,"[116.3734178, 39.9503211]",3
8860,Point,"[116.3733809, 39.9504689]",3
8861,Point,"[116.373341, 39.9507439]",3
8862,Point,"[116.3654808, 39.949633]",11
8863,Point,"[116.3656146, 39.9495834]",11
8864,Point,"[116.3653058, 39.9496412]",11
8865,Point,"[116.3654876, 39.9495627]",4
8866,Point,"[116.3655134, 39.9493616]",4
8867,Point,"[116.3655934, 39.9484147]",4
8868,Point,"[116.2694304, 39.9185895]",0
8869,Point,"[116.2686555, 39.9169195]",8
8870,Point,"[116.2684642, 39.9186981]",0
8871,Point,"[116.2681384, 39.9188248]",0
8872,Point,"[116.2677693, 39.9190335]",0
8873,Point,"[116.2673511, 39.9192878]",0
8874,Point,"[116.2672457, 39.9194269]",0
8875,Point,"[116.2669689, 39.9197422]",0
8876,Point,"[116.2668264, 39.9201042]",0
8877,Point,"[116.2667735, 39.920407]",0
8878,Point,"[116.2667288, 39.9218444]",0
8879,Point,"[116.2666487, 39.9224216]",0
8880,Point,"[116.2676797, 39.9062841]",8
8881,Point,"[116.2677656, 39.9061363]",8
8882,Point,"[116.2634745, 39.9062754]",4
8883,Point,"[116.2627327, 39.9062739]",4
8884,Point,"[116.2677156, 39.9096969]",8
8885,Point,"[116.2676933, 39.9092186]",8
8886,Point,"[116.2676908, 39.9088661]",8
8887,Point,"[116.2679006, 39.9367966]",10
8888,Point,"[116.2679408, 39.9362643]",10
8889,Point,"[116.2695179, 39.9198522]",8
8890,Point,"[116.2691951, 39.9309202]",8
8891,Point,"[116.2685552, 39.9368216]",13
8892,Point,"[116.2685033, 39.9387]",10
8893,Point,"[116.2685136, 39.9399025]",10
8894,Point,"[116.2761773, 39.9230768]",13
8895,Point,"[116.2755067, 39.9232393]",13
8896,Point,"[116.2754633, 39.9230954]",12
8897,Point,"[116.2734888, 39.9231441]",12
8898,Point,"[116.2714538, 39.9231245]",12
8899,Point,"[116.274502, 39.9232805]",8
8900,Point,"[116.2697006, 39.9209462]",8
8901,Point,"[116.2707834, 39.9224752]",8
8902,Point,"[116.2710016, 39.92261]",8
8903,Point,"[116.2715549, 39.9227877]",8
8904,Point,"[116.2720422, 39.92284]",8
8905,Point,"[116.2727216, 39.9228641]",8
8906,Point,"[116.2754666, 39.9227868]",8
8907,Point,"[116.2715617, 39.9215851]",6
8908,Point,"[116.271565, 39.9209489]",6
8909,Point,"[116.2788069, 39.9231991]",6
8910,Point,"[116.2788071, 39.9265459]",6
8911,Point,"[116.2770868, 39.9232206]",8
8912,Point,"[116.2953431, 39.9227372]",12
8913,Point,"[116.3039436, 39.9077088]",11
8914,Point,"[116.3034161, 39.9075379]",11
8915,Point,"[116.302424, 39.906799]",11
8916,Point,"[116.3023395, 39.9067146]",11
8917,Point,"[116.3022854, 39.9066209]",11
8918,Point,"[116.3022621, 39.9064611]",11
8919,Point,"[116.3022558, 39.905766]",11
8920,Point,"[116.3022669, 39.9056523]",11
8921,Point,"[116.3023084, 39.9055676]",11
8922,Point,"[116.3027858, 39.9052187]",11
8923,Point,"[116.3034856, 39.9076495]",10
8924,Point,"[116.3027975, 39.9075087]",10
8925,Point,"[116.3024725, 39.907428]",10
8926,Point,"[116.3021535, 39.9072942]",10
8927,Point,"[116.3019002, 39.9071211]",10
8928,Point,"[116.3017012, 39.9069256]",10
8929,Point,"[116.3015349, 39.9067515]",10
8930,Point,"[116.3014453, 39.9066531]",10
8931,Point,"[116.301365, 39.9065642]",10
8932,Point,"[116.3012723, 39.9064872]",10
8933,Point,"[116.3011246, 39.906439]",10
8934,Point,"[116.3009659, 39.9064182]",10
8935,Point,"[116.3005129, 39.9064562]",10
8936,Point,"[116.3003419, 39.9064706]",10
8937,Point,"[116.3039367, 39.9046521]",10
8938,Point,"[116.3039372, 39.9045513]",10
8939,Point,"[116.3039386, 39.9042838]",10
8940,Point,"[116.304258, 39.9046501]",10
8941,Point,"[116.3045808, 39.9046481]",10
8942,Point,"[116.3039411, 39.9025959]",10
8943,Point,"[116.3039427, 39.9014651]",10
8944,Point,"[116.3032146, 39.896399]",10
8945,Point,"[116.3053492, 39.8963949]",10
8946,Point,"[116.303051, 39.8961668]",10
8947,Point,"[116.3029256, 39.89603]",10
8948,Point,"[116.3029362, 39.8949498]",10
8949,Point,"[116.3026551, 39.8959878]",10
8950,Point,"[116.3021604, 39.8959749]",10
8951,Point,"[116.2990256, 39.8959992]",10
8952,Point,"[116.3396015, 39.8964122]",12
8953,Point,"[116.3402702, 39.8964426]",12
8954,Point,"[116.3408158, 39.8964544]",12
8955,Point,"[116.3412961, 39.8964442]",12
8956,Point,"[116.3445161, 39.8963419]",12
8957,Point,"[116.345727, 39.8964227]",12
8958,Point,"[116.347009, 39.8965435]",12
8959,Point,"[116.3479141, 39.8966228]",12
8960,Point,"[116.3484117, 39.8966744]",12
8961,Point,"[116.3489073, 39.8967778]",12
8962,Point,"[116.3494234, 39.8969468]",12
8963,Point,"[116.3499817, 39.8971994]",12
8964,Point,"[116.3505447, 39.8974399]",12
8965,Point,"[116.3510271, 39.8975986]",12
8966,Point,"[116.3514769, 39.8977128]",12
8967,Point,"[116.3519267, 39.8977826]",12
8968,Point,"[116.3523346, 39.897829]",12
8969,Point,"[116.3527895, 39.8978783]",12
8970,Point,"[116.3534297, 39.8979039]",12
8971,Point,"[116.3538971, 39.897937]",12
8972,Point,"[116.354169, 39.8979378]",12
8973,Point,"[116.3549337, 39.8979605]",12
8974,Point,"[116.3556598, 39.8979273]",12
8975,Point,"[116.3568768, 39.8979562]",12
8976,Point,"[116.3570972, 39.8977988]",8
8977,Point,"[116.3572453, 39.8979662]",5
8978,Point,"[116.3625236, 39.8981334]",4
8979,Point,"[116.3649317, 39.8982168]",4
8980,Point,"[116.365337, 39.8982301]",4
8981,Point,"[116.3682877, 39.8983057]",5
8982,Point,"[116.3681109, 39.8980963]",4
8983,Point,"[116.3779449, 39.8984511]",10
8984,Point,"[116.3780651, 39.8986239]",5
8985,Point,"[116.3950702, 39.8989976]",4
8986,Point,"[116.395842, 39.8991062]",4
8987,Point,"[116.3965235, 39.899183]",4
8988,Point,"[116.3972125, 39.8992324]",4
8989,Point,"[116.3981138, 39.8992598]",4
8990,Point,"[116.3985042, 39.8992717]",4
8991,Point,"[116.3985895, 39.8992743]",4
8992,Point,"[116.3993063, 39.8992937]",4
8993,Point,"[116.3997831, 39.8993037]",4
8994,Point,"[116.4003492, 39.8993154]",4
8995,Point,"[116.3148864, 39.8959695]",10
8996,Point,"[116.3134891, 39.8959542]",10
8997,Point,"[116.3133014, 39.8959522]",10
8998,Point,"[116.3204094, 39.8959272]",10
8999,Point,"[116.3189932, 39.8959443]",10
9000,Point,"[116.3082255, 39.8959155]",13
9001,Point,"[116.3071789, 39.8958244]",13
9002,Point,"[116.3079007, 39.895965]",10
9003,Point,"[116.3064407, 39.8959609]",10
9004,Point,"[116.3057085, 39.8959589]",10
9005,Point,"[116.3057019, 39.8949614]",10
9006,Point,"[116.3053423, 39.8968723]",10
9007,Point,"[116.3052559, 39.8970414]",10
9008,Point,"[116.304649, 39.897665]",10
9009,Point,"[116.3045889, 39.8978164]",10
9010,Point,"[116.3045702, 39.8992694]",10
9011,Point,"[116.304571, 39.9006355]",10
9012,Point,"[116.304566, 39.9010608]",10
9013,Point,"[116.3045607, 39.9014438]",10
9014,Point,"[116.304555, 39.9018838]",10
9015,Point,"[116.3045541, 39.901948]",10
9016,Point,"[116.3153616, 39.8959717]",10
9017,Point,"[116.3152741, 39.8960687]",8
9018,Point,"[116.3152435, 39.896268]",8
9019,Point,"[116.3080319, 39.8954646]",10
9020,Point,"[116.3088759, 39.8955483]",10
9021,Point,"[116.3006588, 39.895511]",10
9022,Point,"[116.3019649, 39.8948279]",10
9023,Point,"[116.3021792, 39.8947575]",10
9024,Point,"[116.3024299, 39.8947513]",10
9025,Point,"[116.3038618, 39.8947535]",10
9026,Point,"[116.3047511, 39.8947563]",10
9027,Point,"[116.3059261, 39.8947629]",10
9028,Point,"[116.3061942, 39.8947889]",10
9029,Point,"[116.3067417, 39.8950807]",10
9030,Point,"[116.3008996, 39.8954631]",10
9031,Point,"[116.3019099, 39.8949711]",10
9032,Point,"[116.3020929, 39.8949414]",10
9033,Point,"[116.3101824, 39.895558]",10
9034,Point,"[116.3113404, 39.8955667]",10
9035,Point,"[116.3131449, 39.895566]",10
9036,Point,"[116.3133327, 39.895567]",10
9037,Point,"[116.3373197, 39.9896367]",6
9038,Point,"[116.3367793, 39.9896114]",6
9039,Point,"[116.3173913, 39.866794]",13
9040,Point,"[116.3170576, 39.8669283]",13
9041,Point,"[116.3150834, 39.8666726]",12
9042,Point,"[116.3296945, 39.866634]",10
9043,Point,"[116.3302424, 39.8665911]",10
9044,Point,"[116.3306453, 39.8665864]",10
9045,Point,"[116.3307435, 39.8665726]",10
9046,Point,"[116.3310468, 39.8665442]",10
9047,Point,"[116.3350491, 39.8665416]",10
9048,Point,"[116.3296935, 39.8666993]",6
9049,Point,"[116.3297045, 39.8668157]",6
9050,Point,"[116.3296701, 39.8669581]",6
9051,Point,"[116.3299468, 39.8660393]",6
9052,Point,"[116.3302838, 39.864015]",6
9053,Point,"[116.3303004, 39.8813409]",10
9054,Point,"[116.3324521, 39.8814001]",10
9055,Point,"[116.3336463, 39.8817754]",10
9056,Point,"[116.3344231, 39.8821066]",10
9057,Point,"[116.334482, 39.8822784]",10
9058,Point,"[116.3302822, 39.88104]",6
9059,Point,"[116.3303532, 39.8781542]",6
9060,Point,"[116.3303875, 39.8778344]",6
9061,Point,"[116.3306892, 39.8763249]",6
9062,Point,"[116.3302879, 39.8820451]",6
9063,Point,"[116.3302869, 39.8820978]",6
9064,Point,"[116.3344095, 39.8834273]",10
9065,Point,"[116.3355209, 39.8823008]",6
9066,Point,"[116.3335864, 39.8834089]",10
9067,Point,"[116.3353966, 39.8834603]",10
9068,Point,"[116.3365589, 39.8825697]",10
9069,Point,"[116.3355284, 39.8807777]",10
9070,Point,"[116.3355436, 39.8806272]",10
9071,Point,"[116.3356001, 39.8803189]",10
9072,Point,"[116.335754, 39.8796333]",10
9073,Point,"[116.3357915, 39.8780984]",10
9074,Point,"[116.3302648, 39.8833367]",6
9075,Point,"[116.3301883, 39.8864198]",6
9076,Point,"[116.3301592, 39.886794]",6
9077,Point,"[116.3301405, 39.883392]",10
9078,Point,"[116.3297006, 39.883379]",10
9079,Point,"[116.3296223, 39.8833791]",10
9080,Point,"[116.3313479, 39.8833602]",10
9081,Point,"[116.3316835, 39.8833675]",10
9082,Point,"[116.3150352, 39.8830455]",10
9083,Point,"[116.315136, 39.8830481]",10
9084,Point,"[116.3149264, 39.883039]",6
9085,Point,"[116.3150334, 39.8876749]",4
9086,Point,"[116.3203589, 39.8831289]",10
9087,Point,"[116.320467, 39.8830867]",10
9088,Point,"[116.3184873, 39.8831247]",10
9089,Point,"[116.3180285, 39.8831237]",10
9090,Point,"[116.3203908, 39.8817111]",10
9091,Point,"[116.3204236, 39.8802884]",10
9092,Point,"[116.3150334, 39.887829]",4
9093,Point,"[116.3151496, 39.8878669]",4
9094,Point,"[116.3150659, 39.8879494]",4
9095,Point,"[116.3341122, 39.8883935]",6
9096,Point,"[116.3338782, 39.8867688]",6
9097,Point,"[116.3343846, 39.8883847]",4
9098,Point,"[116.350753, 39.8880044]",4
9099,Point,"[116.3525553, 39.8878169]",10
9100,Point,"[116.3525978, 39.8869456]",10
9101,Point,"[116.3541216, 39.8878137]",10
9102,Point,"[116.3464797, 39.9059246]",11
9103,Point,"[116.3464717, 39.9057993]",11
9104,Point,"[116.3464611, 39.908121]",10
9105,Point,"[116.3453833, 39.9059368]",4
9106,Point,"[116.3445547, 39.9059459]",4
9107,Point,"[116.3429436, 39.9059638]",4
9108,Point,"[116.3441302, 39.8908992]",6
9109,Point,"[116.3473902, 39.8909324]",6
9110,Point,"[116.3481977, 39.8909448]",6
9111,Point,"[116.3505077, 39.8909804]",6
9112,Point,"[116.3469182, 39.8917538]",10
9113,Point,"[116.3468732, 39.8929442]",10
9114,Point,"[116.3468007, 39.89473]",10
9115,Point,"[116.3467503, 39.895765]",10
9116,Point,"[116.3444646, 39.8946673]",6
9117,Point,"[116.3469744, 39.8947773]",10
9118,Point,"[116.3480152, 39.8947744]",10
9119,Point,"[116.3539609, 39.8983063]",13
9120,Point,"[116.3533898, 39.8983344]",13
9121,Point,"[116.3528156, 39.8986351]",13
9122,Point,"[116.3519703, 39.8992084]",13
9123,Point,"[116.3513568, 39.899945]",13
9124,Point,"[116.351186, 39.9001933]",13
9125,Point,"[116.3509988, 39.90047]",13
9126,Point,"[116.3508176, 39.9008302]",13
9127,Point,"[116.3506058, 39.9015962]",13
9128,Point,"[116.3505631, 39.9025687]",12
9129,Point,"[116.3505531, 39.9027907]",12
9130,Point,"[116.3508295, 39.9035975]",10
9131,Point,"[116.3511236, 39.9042324]",10
9132,Point,"[116.3514392, 39.900038]",11
9133,Point,"[116.3513808, 39.900136]",11
9134,Point,"[116.3513391, 39.9000637]",10
9135,Point,"[116.3502688, 39.9000702]",10
9136,Point,"[116.3501828, 39.9000387]",10
9137,Point,"[116.3534256, 39.898441]",11
9138,Point,"[116.3526793, 39.8987911]",11
9139,Point,"[116.3520667, 39.8992385]",11
9140,Point,"[116.3516259, 39.8997307]",11
9141,Point,"[116.3571289, 39.8982586]",9
9142,Point,"[116.3568555, 39.8982467]",10
9143,Point,"[116.3565011, 39.8982313]",10
9144,Point,"[116.355537, 39.8981987]",10
9145,Point,"[116.3555025, 39.8981975]",10
9146,Point,"[116.3546649, 39.8981691]",10
9147,Point,"[116.4600653, 39.9070719]",13
9148,Point,"[116.4588882, 39.9070945]",12
9149,Point,"[116.4568927, 39.9070926]",12
9150,Point,"[116.4615873, 39.9069383]",12
9151,Point,"[116.4553007, 39.9069551]",12
9152,Point,"[116.4558521, 39.906951]",12
9153,Point,"[116.4442294, 39.9070347]",12
9154,Point,"[116.4376685, 39.9070693]",4
9155,Point,"[116.4375449, 39.9069451]",10
9156,Point,"[116.4348606, 39.9070748]",4
9157,Point,"[116.4347721, 39.9069647]",10
9158,Point,"[116.4209042, 39.9069492]",5
9159,Point,"[116.4207014, 39.9067638]",8
9160,Point,"[116.4207517, 39.9052815]",8
9161,Point,"[116.4207533, 39.9051805]",8
9162,Point,"[116.4207738, 39.9046747]",8
9163,Point,"[116.4208184, 39.9038192]",8
9164,Point,"[116.4119266, 39.9067804]",5
9165,Point,"[116.4117631, 39.9062112]",4
9166,Point,"[116.4118054, 39.9057906]",4
9167,Point,"[116.3971209, 39.9063044]",4
9168,Point,"[116.3974624, 39.9063269]",4
9169,Point,"[116.4005353, 39.906463]",4
9170,Point,"[116.4002708, 39.9062763]",6
9171,Point,"[116.4003385, 39.9053244]",6
9172,Point,"[116.4052723, 39.9065887]",11
9173,Point,"[116.4052869, 39.9052217]",10
9174,Point,"[116.405825, 39.906613]",4
9175,Point,"[116.4061336, 39.9066253]",4
9176,Point,"[116.4067744, 39.9066438]",4
9177,Point,"[116.4070073, 39.9066505]",4
9178,Point,"[116.4085069, 39.9066939]",4
9179,Point,"[116.4091535, 39.9067126]",4
9180,Point,"[116.4093833, 39.9067192]",4
9181,Point,"[116.4098236, 39.9067319]",4
9182,Point,"[116.3866445, 39.905923]",4
9183,Point,"[116.3881308, 39.9059712]",4
9184,Point,"[116.3377644, 39.9060142]",5
9185,Point,"[116.3376232, 39.9060142]",5
9186,Point,"[116.337818, 39.9061897]",8
9187,Point,"[116.3381523, 39.9072834]",8
9188,Point,"[116.3388781, 39.9096578]",8
9189,Point,"[116.3389819, 39.9100979]",8
9190,Point,"[116.3390724, 39.9106814]",8
9191,Point,"[116.3391125, 39.9112381]",8
9192,Point,"[116.3464624, 39.9049606]",10
9193,Point,"[116.3497121, 39.9057659]",4
9194,Point,"[116.3510388, 39.905761]",5
9195,Point,"[116.3510862, 39.9047193]",5
9196,Point,"[116.3514615, 39.9057585]",4
9197,Point,"[116.3547769, 39.9057523]",4
9198,Point,"[116.3571682, 39.9057213]",4
9199,Point,"[116.3570192, 39.9055697]",8
9200,Point,"[116.3621897, 39.9057037]",4
9201,Point,"[116.3634755, 39.9056879]",4
9202,Point,"[116.3622183, 39.904811]",6
9203,Point,"[116.362226, 39.9041408]",6
9204,Point,"[116.3679735, 39.9056722]",5
9205,Point,"[116.3678277, 39.9055185]",4
9206,Point,"[116.3678701, 39.9037448]",4
9207,Point,"[116.3765795, 39.9054757]",10
9208,Point,"[116.3765766, 39.9050775]",10
9209,Point,"[116.3766333, 39.9045073]",10
9210,Point,"[116.3768448, 39.9043555]",10
9211,Point,"[116.3775275, 39.9056536]",4
9212,Point,"[116.3819614, 39.905779]",4
9213,Point,"[116.3819396, 39.9050752]",10
9214,Point,"[116.3819008, 39.9045922]",10
9215,Point,"[116.3818285, 39.9039956]",10
9216,Point,"[116.3817672, 39.9035475]",10
9217,Point,"[116.3816758, 39.9029476]",10
9218,Point,"[116.3816138, 39.9024289]",10
9219,Point,"[116.3815897, 39.9022258]",10
9220,Point,"[116.3815725, 39.9018594]",10
9221,Point,"[116.3816071, 39.901597]",10
9222,Point,"[116.3829972, 39.9058086]",4
9223,Point,"[116.3834177, 39.9058271]",4
9224,Point,"[116.3835872, 39.9058301]",4
9225,Point,"[116.384037, 39.9058441]",4
9226,Point,"[116.3848442, 39.9058791]",4
9227,Point,"[116.339394, 39.9058627]",4
9228,Point,"[116.3395429, 39.9058631]",4
9229,Point,"[116.3398863, 39.905864]",4
9230,Point,"[116.3400594, 39.9058644]",4
9231,Point,"[116.3348384, 39.9061855]",10
9232,Point,"[116.3338191, 39.9063094]",10
9233,Point,"[116.3302972, 39.9063577]",10
9234,Point,"[116.3336024, 39.9062027]",4
9235,Point,"[116.3251522, 39.9062496]",4
9236,Point,"[116.3240732, 39.9061598]",4
9237,Point,"[116.3236754, 39.9061365]",4
9238,Point,"[116.3232206, 39.9061352]",4
9239,Point,"[116.3107056, 39.9059949]",10
9240,Point,"[116.310703, 39.9035241]",10
9241,Point,"[116.3106984, 39.8992348]",10
9242,Point,"[116.3149469, 39.9060823]",4
9243,Point,"[116.3152094, 39.9060791]",5
9244,Point,"[116.3150794, 39.9014193]",8
9245,Point,"[116.3150789, 39.899214]",8
9246,Point,"[116.3150789, 39.8991568]",8
9247,Point,"[116.3153759, 39.9060773]",4
9248,Point,"[116.3182958, 39.9060461]",4
9249,Point,"[116.288878, 39.9059561]",4
9250,Point,"[116.2891125, 39.9061649]",5
9251,Point,"[116.277324, 39.9061398]",4
9252,Point,"[116.2774547, 39.9061406]",4
9253,Point,"[116.2773223, 39.9059656]",10
9254,Point,"[116.2683436, 39.9061403]",8
9255,Point,"[116.2749855, 39.9061399]",4
9256,Point,"[116.4635136, 39.9071724]",10
9257,Point,"[116.4635125, 39.9084536]",10
9258,Point,"[116.4634013, 39.9071736]",10
9259,Point,"[116.4676713, 39.9071617]",13
9260,Point,"[116.4669731, 39.9070251]",13
9261,Point,"[116.467262, 39.9071648]",10
9262,Point,"[116.4861514, 39.8133448]",8
9263,Point,"[116.483559, 39.8132103]",8
9264,Point,"[116.4799936, 39.8118077]",8
9265,Point,"[116.4793138, 39.8115643]",8
9266,Point,"[116.4787511, 39.8113856]",8
9267,Point,"[116.4761261, 39.8106037]",8
9268,Point,"[116.49084, 39.8080212]",8
9269,Point,"[116.4906116, 39.8079135]",8
9270,Point,"[116.4888898, 39.8104293]",8
9271,Point,"[116.4906803, 39.8078269]",8
9272,Point,"[116.487458, 39.8064993]",8
9273,Point,"[116.487311, 39.8064334]",8
9274,Point,"[116.4865812, 39.8061061]",8
9275,Point,"[116.4818964, 39.8040091]",10
9276,Point,"[116.4819516, 39.8039384]",10
9277,Point,"[116.4796141, 39.8031595]",8
9278,Point,"[116.479461, 39.8031024]",8
9279,Point,"[116.4775405, 39.8023875]",8
9280,Point,"[116.4733895, 39.8007275]",4
9281,Point,"[116.4621264, 39.8119623]",4
9282,Point,"[116.4618216, 39.8122374]",4
9283,Point,"[116.4614635, 39.8125359]",4
9284,Point,"[116.4605182, 39.8132643]",4
9285,Point,"[116.4588396, 39.8145308]",4
9286,Point,"[116.4482123, 39.8227467]",4
9287,Point,"[116.4736102, 39.8008082]",4
9288,Point,"[116.4735274, 39.8009035]",4
9289,Point,"[116.477515, 39.8022748]",8
9290,Point,"[116.4727873, 39.8017244]",4
9291,Point,"[116.4724532, 39.8020744]",4
9292,Point,"[116.4723156, 39.8022184]",4
9293,Point,"[116.4722985, 39.8075368]",3
9294,Point,"[116.4714061, 39.8065947]",3
9295,Point,"[116.4713192, 39.8065031]",3
9296,Point,"[116.4696296, 39.8047195]",3
9297,Point,"[116.4690667, 39.804121]",3
9298,Point,"[116.4678532, 39.8028594]",3
9299,Point,"[116.4677497, 39.8027518]",3
9300,Point,"[116.4712685, 39.806665]",3
