traj_id,id,time,entity_id,coordinates,current_dis,speeds,holidays,coordinates_last,x_first,y_first,x_last,y_last
5432,128492,2013-10-13 10:00:00+00:00,4273,"[116.454903,39.958309]",1.5150309061203318,40.73,1,"[116.461723,39.948586]",116.454903,39.958309,116.461723,39.948586
5433,128497,2013-10-13 10:15:00+00:00,4273,"[116.461533,39.899548]",3.9483254780466432,41.19,1,"[116.457314,39.864998]",116.461533,39.899548,116.457314,39.864998
5435,128526,2013-10-13 10:45:00+00:00,4273,"[116.400291,39.848785]",29.490320637933284,15.6875,1,"[116.311531,39.884052]",116.400291,39.848785,116.311531,39.884052
5439,128647,2013-10-13 14:15:00+00:00,4273,"[116.379631,39.987522]",11.522995256496758,49.02,1,"[116.461723,39.944843]",116.379631,39.987522,116.461723,39.944843
5442,128717,2013-10-13 15:45:00+00:00,4273,"[116.493004,39.881321]",16.948763561815063,24.6875,1,"[116.449074,39.952827]",116.493004,39.881321,116.449074,39.952827
5443,128766,2013-10-13 16:45:00+00:00,4273,"[116.494423,39.993813]",4.370689303485467,65.57249999999999,1,"[116.531097,40.020477]",116.494423,39.993813,116.531097,40.020477
5445,128790,2013-10-13 18:45:00+00:00,4273,"[116.47892,40.015182]",1.452754279955207,24.8725,1,"[116.467216,40.011864]",116.47892,40.015182,116.467216,40.011864
5447,128806,2013-10-13 19:15:00+00:00,4273,"[116.46817,39.994122]",2.285269426052988,5.895,1,"[116.471085,39.97731]",116.46817,39.994122,116.471085,39.97731
5448,128814,2013-10-13 19:30:00+00:00,4273,"[116.473145,39.975895]",2.891793110505,52.7675,1,"[116.46402,39.961235]",116.473145,39.975895,116.46402,39.961235
5450,128828,2013-10-13 20:45:00+00:00,4273,"[116.376152,39.987186]",4.7354839600679055,50.2125,1,"[116.374077,39.948921]",116.376152,39.987186,116.374077,39.948921
5451,128841,2013-10-13 21:30:00+00:00,4273,"[116.380821,39.980179]",1.7205463976862674,47.2225,1,"[116.380844,39.994133]",116.380821,39.980179,116.380844,39.994133
5457,128995,2013-10-13 10:45:00+00:00,4274,"[116.513748,39.803585]",20.83174769794338,31.6525,1,"[116.347557,39.784004]",116.513748,39.803585,116.347557,39.784004
5462,129241,2013-10-13 16:45:00+00:00,4274,"[116.447556,39.893841]",9.560687296153947,31.865,1,"[116.499489,39.922989]",116.447556,39.893841,116.499489,39.922989
5463,129274,2013-10-13 17:30:00+00:00,4274,"[116.499512,39.923141]",13.974006772185357,21.955,1,"[116.546806,39.909077]",116.499512,39.923141,116.546806,39.909077
5469,129388,2013-10-13 02:45:00+00:00,4275,"[116.298607,39.897198]",2.896278647956456,68.89249999999998,1,"[116.264755,39.897167]",116.298607,39.897198,116.264755,39.897167
5475,129423,2013-10-13 00:00:00+00:00,4276,"[116.433586,39.83223]",15.376837776824969,72.0275,1,"[116.461914,39.914051]",116.433586,39.83223,116.461914,39.914051
5476,129462,2013-10-13 00:15:00+00:00,4276,"[116.46843,39.951607]",10.644670612214622,26.0525,1,"[116.523216,40.025196]",116.46843,39.951607,116.523216,40.025196
5482,129666,2013-10-13 08:00:00+00:00,4276,"[116.425583,39.947281]",5.7761842287966765,34.05,1,"[116.461472,39.934357]",116.425583,39.947281,116.461472,39.934357
5486,129721,2013-10-13 10:00:00+00:00,4276,"[116.387207,39.951378]",12.034995989277473,19.5125,1,"[116.394691,39.892452]",116.387207,39.951378,116.394691,39.892452
5488,129799,2013-10-13 11:30:00+00:00,4276,"[116.374207,39.868202]",1.968381343877652,18.9975,1,"[116.371284,39.850761]",116.374207,39.868202,116.371284,39.850761
5490,129843,2013-10-13 12:30:00+00:00,4276,"[116.33033,39.910969]",6.506318622125112,30.5825,1,"[116.347832,39.952473]",116.33033,39.910969,116.347832,39.952473
5495,129919,2013-10-13 07:45:00+00:00,4277,"[116.382835,40.014278]",5.7053879712369175,75.2575,1,"[116.352921,39.987061]",116.382835,40.014278,116.352921,39.987061
5498,129938,2013-10-13 11:30:00+00:00,4277,"[116.380402,39.970364]",1.9149928316138427,42.41,1,"[116.379089,39.95372]",116.380402,39.970364,116.379089,39.95372
5509,130084,2013-10-13 01:45:00+00:00,4278,"[116.467239,39.959522]",11.124150539151882,29.0425,1,"[116.416878,39.995762]",116.467239,39.959522,116.416878,39.995762
5510,130119,2013-10-13 19:15:00+00:00,4278,"[116.502792,39.97187]",1.6859658163900897,19.565,1,"[116.489677,39.971264]",116.502792,39.97187,116.489677,39.971264
5520,130327,2013-10-13 13:30:00+00:00,4289,"[116.296288,39.907429]",22.12301938605489,18.025,1,"[116.356346,39.889412]",116.296288,39.907429,116.356346,39.889412
5530,130594,2013-10-13 02:30:00+00:00,4325,"[116.416824,39.992073]",7.2573779295106275,56.0025,1,"[116.380028,39.987381]",116.416824,39.992073,116.380028,39.987381
5536,130866,2013-10-13 09:15:00+00:00,4325,"[116.443672,39.905182]",17.12867027585446,19.0825,1,"[116.439362,40.021244]",116.443672,39.905182,116.439362,40.021244
5539,130993,2013-10-13 13:45:00+00:00,4325,"[116.371201,39.846046]",15.040974759545351,21.57,1,"[116.41996,39.867119]",116.371201,39.846046,116.41996,39.867119
5542,131132,2013-10-13 17:15:00+00:00,4325,"[116.405327,39.949093]",5.580843090331592,30.5925,1,"[116.355644,39.932446]",116.405327,39.949093,116.355644,39.932446
5546,131246,2013-10-13 20:00:00+00:00,4325,"[116.50396,39.908184]",6.647206355800964,35.94,1,"[116.490059,39.879055]",116.50396,39.908184,116.490059,39.879055
5552,131365,2013-10-13 13:15:00+00:00,4347,"[116.357262,39.877621]",2.0904610680852533,18.2325,1,"[116.342079,39.868279]",116.357262,39.877621,116.342079,39.868279
5558,131440,2013-10-13 00:00:00+00:00,4348,"[116.310616,39.90591]",20.370039989493964,58.6675,1,"[116.412621,40.001431]",116.310616,39.90591,116.412621,40.001431
5560,131538,2013-10-13 01:15:00+00:00,4348,"[116.351044,39.923611]",2.9325126381178968,60.75,1,"[116.332169,39.93618]",116.351044,39.923611,116.332169,39.93618
5565,131669,2013-10-13 13:30:00+00:00,4348,"[116.352684,39.923622]",2.4515814229764894,22.33,1,"[116.324051,39.923573]",116.352684,39.923622,116.324051,39.923573
5569,131751,2013-10-13 18:15:00+00:00,4348,"[116.281456,39.889591]",4.695768358115154,27.89,1,"[116.303535,39.907276]",116.281456,39.889591,116.303535,39.907276
5571,131794,2013-10-13 19:15:00+00:00,4348,"[116.30825,39.906128]",11.668921037936164,25.7075,1,"[116.202332,39.924736]",116.30825,39.906128,116.202332,39.924736
5574,131906,2013-10-13 13:00:00+00:00,4351,"[116.228523,39.924343]",8.77893426496158,50.165,1,"[116.283058,39.957165]",116.228523,39.924343,116.283058,39.957165
5585,132150,2013-10-13 02:15:00+00:00,4357,"[116.44957,39.933929]",18.462908318963827,29.3725,1,"[116.342331,39.899193]",116.44957,39.933929,116.342331,39.899193
5588,132328,2013-10-13 10:00:00+00:00,4357,"[116.319862,39.935612]",29.681229942620806,27.555,1,"[116.199303,39.907562]",116.319862,39.935612,116.199303,39.907562
5590,132429,2013-10-13 12:15:00+00:00,4357,"[116.295029,39.899616]",10.651359082004443,22.62,1,"[116.384865,39.889153]",116.295029,39.899616,116.384865,39.889153
5592,132475,2013-10-13 13:00:00+00:00,4357,"[116.403671,39.924057]",3.0972539412102305,12.77,1,"[116.431976,39.928055]",116.403671,39.924057,116.431976,39.928055
5600,132707,2013-10-13 17:30:00+00:00,4357,"[116.388214,40.00206]",10.188854760130209,33.162499999999994,1,"[116.415298,39.969036]",116.388214,40.00206,116.415298,39.969036
5618,133087,2013-10-13 10:00:00+00:00,4393,"[116.274704,39.934681]",3.7949372236450367,57.13250000000001,1,"[116.28006,39.966228]",116.274704,39.934681,116.28006,39.966228
5619,133093,2013-10-13 10:15:00+00:00,4393,"[116.295021,39.917221]",3.4861092030790823,31.300000000000004,1,"[116.310211,39.895168]",116.295021,39.917221,116.310211,39.895168
5622,133174,2013-10-13 01:00:00+00:00,4394,"[116.342926,39.822742]",6.7264065894380725,55.385,1,"[116.364273,39.869946]",116.342926,39.822742,116.364273,39.869946
5624,133208,2013-10-13 01:15:00+00:00,4394,"[116.333351,39.873013]",1.319854676427386,27.335,1,"[116.320862,39.874783]",116.333351,39.873013,116.320862,39.874783
5626,133225,2013-10-13 02:15:00+00:00,4394,"[116.313927,39.886341]",9.72651902535731,44.0325,1,"[116.327339,39.957035]",116.313927,39.886341,116.327339,39.957035
5628,133273,2013-10-13 02:45:00+00:00,4394,"[116.328781,39.923397]",6.170729019089973,47.385,1,"[116.317207,39.976059]",116.328781,39.923397,116.317207,39.976059
5633,133470,2013-10-13 08:15:00+00:00,4394,"[116.353096,39.914219]",2.2317237349734755,23.1225,1,"[116.339569,39.907139]",116.353096,39.914219,116.339569,39.907139
5634,133478,2013-10-13 08:30:00+00:00,4394,"[116.348267,39.892624]",7.092789900329393,34.792500000000004,1,"[116.361038,39.905399]",116.348267,39.892624,116.361038,39.905399
5637,133522,2013-10-13 09:45:00+00:00,4394,"[116.362579,39.883324]",12.508670841723433,19.9825,1,"[116.346001,39.976524]",116.362579,39.883324,116.346001,39.976524
5644,133724,2013-10-13 16:30:00+00:00,4394,"[116.30407,39.924202]",1.86582263374608,35.4825,1,"[116.310638,39.928078]",116.30407,39.924202,116.310638,39.928078
5645,133733,2013-10-13 16:45:00+00:00,4394,"[116.319946,39.930683]",19.382695673642235,17.875,1,"[116.411301,40.023239]",116.319946,39.930683,116.411301,40.023239
5655,133994,2013-10-13 21:45:00+00:00,4394,"[116.223068,39.973106]",6.622812887821616,33.5325,1,"[116.199776,39.934906]",116.223068,39.973106,116.199776,39.934906
5656,134016,2013-10-13 09:00:00+00:00,4395,"[116.271492,40.013165]",8.241239662521478,25.3525,1,"[116.326912,39.985573]",116.271492,40.013165,116.326912,39.985573
5660,134207,2013-10-13 09:45:00+00:00,4396,"[116.254868,39.859756]",5.306624325768491,16.47,1,"[116.294456,39.878391]",116.254868,39.859756,116.294456,39.878391
5661,134224,2013-10-13 10:30:00+00:00,4396,"[116.319504,39.893074]",28.69719772414844,9.6325,1,"[116.489769,39.984791]",116.319504,39.893074,116.489769,39.984791
5668,134533,2013-10-13 17:30:00+00:00,4396,"[116.409088,39.900646]",14.502802996588285,34.067499999999995,1,"[116.461655,39.888149]",116.409088,39.900646,116.461655,39.888149
5669,134578,2013-10-13 18:30:00+00:00,4396,"[116.463142,39.895203]",8.607510625763792,21.08,1,"[116.512375,39.930904]",116.463142,39.895203,116.512375,39.930904
5675,134843,2013-10-13 07:45:00+00:00,4397,"[116.498444,39.959484]",7.340924550201426,22.8,1,"[116.446625,39.962582]",116.498444,39.959484,116.446625,39.962582
5686,135158,2013-10-13 00:15:00+00:00,4398,"[116.264885,39.905693]",2.2092570240442813,34.3775,1,"[116.259636,39.889545]",116.264885,39.905693,116.259636,39.889545
5690,135244,2013-10-13 06:15:00+00:00,4398,"[116.426903,39.900681]",13.566861833918392,30.1525,1,"[116.304062,39.924232]",116.426903,39.900681,116.304062,39.924232
5693,135349,2013-10-13 08:30:00+00:00,4398,"[116.345932,39.889416]",14.67866276933819,42.82,1,"[116.258522,39.8895]",116.345932,39.889416,116.258522,39.8895
5694,135394,2013-10-13 09:15:00+00:00,4398,"[116.283493,39.91032]",1.7547360290476617,25.5275,1,"[116.288185,39.922047]",116.283493,39.91032,116.288185,39.922047
5699,135475,2013-10-13 11:45:00+00:00,4398,"[116.346146,39.889439]",1.725878293804684,39.585,1,"[116.358803,39.883499]",116.346146,39.889439,116.358803,39.883499
5704,135630,2013-10-13 18:45:00+00:00,4398,"[116.273827,39.942787]",4.84358269404015,38.685,1,"[116.247284,39.955311]",116.273827,39.942787,116.247284,39.955311
5710,135818,2013-10-13 15:45:00+00:00,4399,"[116.393684,39.951462]",5.765925125950543,19.3225,1,"[116.379349,39.961296]",116.393684,39.951462,116.379349,39.961296
5713,135903,2013-10-13 18:00:00+00:00,4399,"[116.286926,39.907528]",4.786164394845978,26.965,1,"[116.253181,39.889637]",116.286926,39.907528,116.253181,39.889637
5722,136095,2013-10-13 16:45:00+00:00,4400,"[116.488823,39.854485]",2.039673620872057,23.6775,1,"[116.50293,39.860798]",116.488823,39.854485,116.50293,39.860798
5724,136116,2013-10-13 17:30:00+00:00,4400,"[116.519768,39.797523]",5.039543806212652,40.9725,1,"[116.4981,39.760983]",116.519768,39.797523,116.4981,39.760983
5726,136137,2013-10-13 18:15:00+00:00,4400,"[116.512054,39.807281]",6.462747579760282,21.8325,1,"[116.547966,39.763748]",116.512054,39.807281,116.547966,39.763748
5738,136414,2013-10-13 15:30:00+00:00,4401,"[116.381302,39.975067]",1.9469069779204609,35.662499999999994,1,"[116.377113,39.992222]",116.381302,39.975067,116.377113,39.992222
5741,136442,2013-10-13 16:30:00+00:00,4401,"[116.371231,39.952759]",13.80933846899714,14.77,1,"[116.444168,39.988594]",116.371231,39.952759,116.444168,39.988594
5744,136493,2013-10-13 18:45:00+00:00,4401,"[116.397095,39.982494]",4.511612962696825,33.4825,1,"[116.37928,39.983994]",116.397095,39.982494,116.37928,39.983994
5745,136502,2013-10-13 19:45:00+00:00,4401,"[116.353233,39.963478]",3.568341197856735,49.745,1,"[116.323868,39.952446]",116.353233,39.963478,116.323868,39.952446
5750,136678,2013-10-13 09:30:00+00:00,4417,"[116.329735,39.928154]",3.963515797683173,24.8125,1,"[116.321449,39.954285]",116.329735,39.928154,116.321449,39.954285
5752,136754,2013-10-13 11:15:00+00:00,4417,"[116.350113,39.939857]",13.470564129897802,39.4775,1,"[116.412544,39.910721]",116.350113,39.939857,116.412544,39.910721
5755,136867,2013-10-13 14:15:00+00:00,4417,"[116.407303,39.977669]",5.918595988352688,29.5775,1,"[116.386063,39.990551]",116.407303,39.977669,116.386063,39.990551
5757,136900,2013-10-13 15:00:00+00:00,4417,"[116.407623,39.99564]",4.114150541368431,17.36,1,"[116.414299,39.969337]",116.407623,39.99564,116.414299,39.969337
5759,136932,2013-10-13 16:00:00+00:00,4417,"[116.375137,39.949013]",8.651278171922167,33.427499999999995,1,"[116.412071,39.898186]",116.375137,39.949013,116.412071,39.898186
5772,137267,2013-10-13 11:15:00+00:00,4423,"[116.267166,39.852276]",6.838178458071175,10.3575,1,"[116.274391,39.906635]",116.267166,39.852276,116.274391,39.906635
5774,137302,2013-10-13 17:30:00+00:00,4424,"[116.199356,39.850578]",30.07704794687927,32.1225,1,"[116.419029,39.959175]",116.199356,39.850578,116.419029,39.959175
5776,137400,2013-10-13 19:15:00+00:00,4424,"[116.421387,39.987957]",9.99124767835822,41.745,1,"[116.409546,39.915615]",116.421387,39.987957,116.409546,39.915615
5779,137523,2013-10-13 21:30:00+00:00,4424,"[116.396011,39.939384]",5.253787288445966,15.27,1,"[116.450195,39.933685]",116.396011,39.939384,116.450195,39.933685
5782,137559,2013-10-13 08:30:00+00:00,4425,"[116.29248,39.993935]",3.4629859267200898,12.739999999999998,1,"[116.321075,39.992317]",116.29248,39.993935,116.321075,39.992317
5788,137666,2013-10-13 12:00:00+00:00,4425,"[116.386909,39.997318]",4.9030439018189815,20.075,1,"[116.37616,39.982174]",116.386909,39.997318,116.37616,39.982174
5791,137688,2013-10-13 13:00:00+00:00,4425,"[116.318008,40.014633]",6.496332578065263,31.942500000000003,1,"[116.334091,39.968609]",116.318008,40.014633,116.334091,39.968609
5793,137723,2013-10-13 21:45:00+00:00,4425,"[116.309586,39.955311]",11.663949548842714,48.72,1,"[116.417465,39.983276]",116.309586,39.955311,116.417465,39.983276
5797,137752,2013-10-13 10:15:00+00:00,4427,"[116.356903,39.913811]",1.6083775096191988,31.614999999999995,1,"[116.372597,39.911335]",116.356903,39.913811,116.372597,39.911335
5801,137853,2013-10-13 11:45:00+00:00,4427,"[116.361534,39.945309]",18.183840842997032,26.095,1,"[116.532654,40.020996]",116.361534,39.945309,116.532654,40.020996
5808,137957,2013-10-13 13:15:00+00:00,4427,"[116.448494,39.832291]",3.198467838934685,43.3225,1,"[116.411041,39.832417]",116.448494,39.832291,116.411041,39.832417
5810,137973,2013-10-13 13:30:00+00:00,4427,"[116.40181,39.817524]",2.7411853901986856,20.435,1,"[116.395523,39.798244]",116.40181,39.817524,116.395523,39.798244
5818,138247,2013-10-13 09:00:00+00:00,4904,"[116.356049,39.905453]",12.124490265913224,35.2575,1,"[116.382843,39.990578]",116.356049,39.905453,116.382843,39.990578
5827,138435,2013-10-13 13:30:00+00:00,4904,"[116.305107,39.896755]",5.256873744958146,50.5825,1,"[116.298325,39.913006]",116.305107,39.896755,116.298325,39.913006
5831,138634,2013-10-13 17:45:00+00:00,4904,"[116.370049,39.907227]",25.911674413844967,53.5175,1,"[116.351151,39.861534]",116.370049,39.907227,116.351151,39.861534
5832,138709,2013-10-13 19:00:00+00:00,4904,"[116.317932,39.876072]",4.136970735006281,16.1625,1,"[116.295151,39.892799]",116.317932,39.876072,116.295151,39.892799
5842,138930,2013-10-13 08:45:00+00:00,4953,"[116.296005,39.93457]",5.7579625809626025,47.9375,1,"[116.249107,39.947392]",116.296005,39.93457,116.249107,39.947392
5845,138976,2013-10-13 09:45:00+00:00,4953,"[116.290619,39.889469]",2.095313436696524,46.5425,1,"[116.295113,39.905113]",116.290619,39.889469,116.295113,39.905113
5850,139060,2013-10-13 12:00:00+00:00,4953,"[116.377045,39.899818]",3.814181025657172,33.405,1,"[116.411591,39.908718]",116.377045,39.899818,116.411591,39.908718
5855,139162,2013-10-13 14:30:00+00:00,4953,"[116.283775,39.852108]",3.6034597011229854,40.97,1,"[116.31308,39.855686]",116.283775,39.852108,116.31308,39.855686
5867,139429,2013-10-13 21:00:00+00:00,4953,"[116.258316,39.946735]",2.386316519495074,40.4125,1,"[116.277863,39.953209]",116.258316,39.946735,116.277863,39.953209
5870,139473,2013-10-13 00:30:00+00:00,4955,"[116.315704,39.97599]",1.71371073884471,19.0425,1,"[116.311005,39.981087]",116.315704,39.97599,116.311005,39.981087
5878,139783,2013-10-13 04:00:00+00:00,4955,"[116.455482,39.933846]",8.716606519197397,23.115,1,"[116.498299,39.91016]",116.455482,39.933846,116.498299,39.91016
5881,140006,2013-10-13 05:45:00+00:00,4955,"[116.461998,39.945427]",1.525566448665578,67.80250000000001,1,"[116.462288,39.949451]",116.461998,39.945427,116.462288,39.949451
5889,140183,2013-10-13 16:15:00+00:00,4955,"[116.206825,39.927624]",8.015603355339543,14.78,1,"[116.283249,39.917969]",116.206825,39.927624,116.283249,39.917969
5891,140240,2013-10-13 00:00:00+00:00,4956,"[116.357178,39.967861]",3.8959739434983582,60.175,1,"[116.33416,39.986378]",116.357178,39.967861,116.33416,39.986378
5892,140252,2013-10-13 00:30:00+00:00,4956,"[116.401573,39.940849]",5.529323850993056,18.590000000000003,1,"[116.442635,39.920414]",116.401573,39.940849,116.442635,39.920414
5895,140340,2013-10-13 02:00:00+00:00,4956,"[116.365715,39.957947]",6.875540629627359,31.68,1,"[116.42543,39.940998]",116.365715,39.957947,116.42543,39.940998
5901,140595,2013-10-13 09:00:00+00:00,4956,"[116.547386,39.95068]",8.475499666232494,26.315,1,"[116.546974,39.923397]",116.547386,39.95068,116.546974,39.923397
5906,140748,2013-10-13 16:45:00+00:00,4956,"[116.5439,40.025101]",22.666271496479816,54.4575,1,"[116.333801,39.949898]",116.5439,40.025101,116.333801,39.949898
5907,140805,2013-10-13 17:15:00+00:00,4956,"[116.340462,39.947842]",3.685349572217762,29.627500000000005,1,"[116.372292,39.945744]",116.340462,39.947842,116.372292,39.945744
5926,141305,2013-10-13 16:45:00+00:00,4957,"[116.4618,39.92017]",5.54792318044068,22.805,1,"[116.40905,39.93161]",116.4618,39.92017,116.40905,39.93161
5939,141555,2013-10-13 09:00:00+00:00,4959,"[116.414284,39.989929]",4.770299854517521,45.53,1,"[116.417519,39.979801]",116.414284,39.989929,116.417519,39.979801
5941,141584,2013-10-13 09:45:00+00:00,4959,"[116.407455,40.005466]",9.123330271522931,17.98,1,"[116.403038,39.940834]",116.407455,40.005466,116.403038,39.940834
5944,141693,2013-10-13 11:45:00+00:00,4959,"[116.351524,40.024548]",11.334624171824894,27.945,1,"[116.376984,39.931915]",116.351524,40.024548,116.376984,39.931915
5946,141748,2013-10-13 13:00:00+00:00,4959,"[116.339485,39.993042]",29.79081619062269,12.43,1,"[116.290131,39.794209]",116.339485,39.993042,116.290131,39.794209
5949,141992,2013-10-13 17:15:00+00:00,4959,"[116.401642,39.990032]",31.27534375847329,33.085,1,"[116.425728,39.941772]",116.401642,39.990032,116.425728,39.941772
5951,142153,2013-10-13 20:15:00+00:00,4959,"[116.441254,39.959728]",3.5850816269436185,25.905,1,"[116.424683,39.975586]",116.441254,39.959728,116.424683,39.975586
5959,142319,2013-10-13 10:45:00+00:00,4961,"[116.364929,39.856457]",11.203178486616473,46.5875,1,"[116.44236,39.889446]",116.364929,39.856457,116.44236,39.889446
5978,142754,2013-10-13 00:45:00+00:00,4962,"[116.358368,39.952061]",16.03441767269982,23.105,1,"[116.409386,40.025284]",116.358368,39.952061,116.409386,40.025284
5984,143012,2013-10-13 07:30:00+00:00,4962,"[116.434792,39.89772]",5.466294864593132,20.785,1,"[116.450439,39.924786]",116.434792,39.89772,116.450439,39.924786
5986,143054,2013-10-13 08:15:00+00:00,4962,"[116.364487,39.90942]",19.449099807610413,28.37,1,"[116.48774,39.862228]",116.364487,39.90942,116.48774,39.862228
5988,143132,2013-10-13 09:45:00+00:00,4962,"[116.386696,39.843319]",22.88461730317941,27.0975,1,"[116.386925,39.855602]",116.386696,39.843319,116.386925,39.855602
5989,143203,2013-10-13 10:45:00+00:00,4962,"[116.388023,39.868492]",1.8680600202113544,45.685,1,"[116.392204,39.880787]",116.388023,39.868492,116.392204,39.880787
5991,143271,2013-10-13 12:15:00+00:00,4962,"[116.415207,39.840248]",12.473033991929732,14.725,1,"[116.456146,39.920959]",116.415207,39.840248,116.456146,39.920959
5997,143454,2013-10-13 15:00:00+00:00,4962,"[116.407097,39.977238]",22.136328095576967,21.33,1,"[116.399002,39.857136]",116.407097,39.977238,116.399002,39.857136
6012,143771,2013-10-15 21:15:00+00:00,255,"[116.418922,39.933659]",3.0892893422649874,21.300000000000004,0,"[116.423767,39.912827]",116.418922,39.933659,116.423767,39.912827
6019,143859,2013-10-15 10:00:00+00:00,256,"[116.344589,39.892414]",3.184570469851048,14.5525,0,"[116.347694,39.918446]",116.344589,39.892414,116.347694,39.918446
6031,143986,2013-10-15 15:00:00+00:00,256,"[116.323746,39.896912]",16.60282517801014,29.725,0,"[116.364662,39.998585]",116.323746,39.896912,116.364662,39.998585
6033,144027,2013-10-15 16:30:00+00:00,256,"[116.355209,40.001045]",5.331655849786501,39.1875,0,"[116.40094,39.99419]",116.355209,40.001045,116.40094,39.99419
6042,144157,2013-10-15 07:00:00+00:00,257,"[116.321259,39.869591]",21.30733880872583,40.99,0,"[116.293999,39.863529]",116.321259,39.869591,116.293999,39.863529
6043,144231,2013-10-15 08:45:00+00:00,257,"[116.299492,39.88467]",1.3593345288239909,13.8025,0,"[116.30912,39.889496]",116.299492,39.88467,116.30912,39.889496
6046,144367,2013-10-15 12:15:00+00:00,257,"[116.355247,39.940948]",5.543666385219582,34.58,0,"[116.353958,39.981918]",116.355247,39.940948,116.353958,39.981918
6059,144772,2013-10-15 21:15:00+00:00,257,"[116.264679,39.88958]",3.5932519769996047,22.9125,0,"[116.264771,39.92189]",116.264679,39.88958,116.264771,39.92189
6079,145433,2013-10-15 15:15:00+00:00,4118,"[116.42907,39.858231]",5.410953611321917,45.605,0,"[116.401947,39.872883]",116.42907,39.858231,116.401947,39.872883
6082,145541,2013-10-15 18:45:00+00:00,4118,"[116.544151,40.025188]",12.006277580725673,32.1525,0,"[116.44558,39.950111]",116.544151,40.025188,116.44558,39.950111
6090,145762,2013-10-15 09:30:00+00:00,4119,"[116.4319,39.933689]",2.6549709093933016,22.01,0,"[116.462151,39.93504]",116.4319,39.933689,116.462151,39.93504
6093,145815,2013-10-15 11:15:00+00:00,4119,"[116.392067,39.880795]",3.4031690371500503,25.03,0,"[116.396317,39.858746]",116.392067,39.880795,116.396317,39.858746
6094,145824,2013-10-15 12:15:00+00:00,4119,"[116.319839,39.893211]",9.205513616468826,11.2725,0,"[116.305382,39.95356]",116.319839,39.893211,116.305382,39.95356
6099,145953,2013-10-15 16:45:00+00:00,4119,"[116.433327,39.905064]",4.1961423306729015,29.540000000000003,0,"[116.47184,39.893318]",116.433327,39.905064,116.47184,39.893318
6102,145980,2013-10-15 20:30:00+00:00,4119,"[116.456047,40.019131]",32.20716121031401,67.5,0,"[116.267662,39.895065]",116.456047,40.019131,116.267662,39.895065
6116,146170,2013-10-15 12:00:00+00:00,4121,"[116.271614,39.880932]",19.114369095724,15.915,0,"[116.301567,40.025059]",116.271614,39.880932,116.301567,40.025059
6121,146266,2013-10-15 09:45:00+00:00,4122,"[116.454124,39.964676]",15.445522906819706,19.155,0,"[116.407631,39.973827]",116.454124,39.964676,116.407631,39.973827
6122,146312,2013-10-15 10:30:00+00:00,4122,"[116.413208,39.975437]",10.282640881957944,19.045,0,"[116.354996,39.965084]",116.413208,39.975437,116.354996,39.965084
6129,146475,2013-10-15 17:45:00+00:00,4122,"[116.418442,39.961136]",1.9105854995065,17.48,0,"[116.414017,39.975613]",116.418442,39.961136,116.414017,39.975613
6139,146785,2013-10-15 12:30:00+00:00,4123,"[116.233643,39.84996]",8.090611211086259,63.0325,0,"[116.270287,39.895489]",116.233643,39.84996,116.270287,39.895489
6140,146802,2013-10-15 12:45:00+00:00,4123,"[116.279182,39.875095]",5.4093239946045335,57.17,0,"[116.255859,39.907085]",116.279182,39.875095,116.255859,39.907085
6142,146888,2013-10-15 14:45:00+00:00,4123,"[116.531456,40.024788]",1.1537672763228604,20.2,0,"[116.525169,40.02491]",116.531456,40.024788,116.525169,40.02491
6150,147176,2013-10-15 22:15:00+00:00,4123,"[116.464027,39.976433]",14.064637135153031,44.545,0,"[116.533188,39.977859]",116.464027,39.976433,116.533188,39.977859
6154,147262,2013-10-15 13:00:00+00:00,4124,"[116.198044,39.809265]",12.125063034009562,25.2325,0,"[116.276886,39.879837]",116.198044,39.809265,116.276886,39.879837
6155,147294,2013-10-15 13:15:00+00:00,4124,"[116.278755,39.893089]",4.95344951229229,14.52,0,"[116.277779,39.932327]",116.278755,39.893089,116.277779,39.932327
6160,147498,2013-10-15 17:15:00+00:00,4124,"[116.400795,39.992859]",14.404039303436322,26.635,0,"[116.464172,39.908188]",116.400795,39.992859,116.464172,39.908188
6168,147767,2013-10-15 08:00:00+00:00,4125,"[116.479179,39.954861]",10.07543122211796,54.875,0,"[116.489128,39.980328]",116.479179,39.954861,116.489128,39.980328
6171,147853,2013-10-15 11:00:00+00:00,4125,"[116.463165,39.884216]",1.630276092250494,29.815,0,"[116.476456,39.879971]",116.463165,39.884216,116.476456,39.879971
6172,147860,2013-10-15 11:15:00+00:00,4125,"[116.484871,39.871281]",6.461643561507986,30.9025,0,"[116.527695,39.850925]",116.484871,39.871281,116.527695,39.850925
6183,148074,2013-10-15 19:15:00+00:00,4125,"[116.321297,39.939068]",14.26818061278017,40.6975,0,"[116.339195,39.967422]",116.321297,39.939068,116.339195,39.967422
6184,148114,2013-10-15 20:15:00+00:00,4125,"[116.367538,39.929779]",9.894502909324046,20.9875,0,"[116.429268,39.949585]",116.367538,39.929779,116.429268,39.949585
6190,148277,2013-10-15 10:30:00+00:00,4126,"[116.501991,39.93581]",11.760407987730543,17.2875,0,"[116.403671,39.988544]",116.501991,39.93581,116.403671,39.988544
6207,148533,2013-10-15 18:00:00+00:00,4126,"[116.347923,39.952343]",11.698317937922893,21.0625,0,"[116.34745,40.023239]",116.347923,39.952343,116.34745,40.023239
