traj_id,id,time,entity_id,coordinates,current_dis,speeds,holidays,duration_minutes,coordinates_last,x_first,y_first,x_last,y_last
1162,26628,2013-10-09 11:45:00+00:00,4121,"[116.311981,39.885284]",0.0,42.0625,0,3.5833333333333335,"[116.311981,39.885284]",116.311981,39.885284,116.311981,39.885284
1163,26633,2013-10-09 13:00:00+00:00,4121,"[116.309982,39.891571]",0.0,28.5,0,8.616666666666667,"[116.309982,39.891571]",116.309982,39.891571,116.309982,39.891571
1164,26642,2013-10-09 13:30:00+00:00,4121,"[116.3078,39.908352]",0.0,46.03,0,12.066666666666666,"[116.3078,39.908352]",116.3078,39.908352,116.3078,39.908352
1166,26684,2013-10-09 10:30:00+00:00,4122,"[116.461998,39.940189]",0.0,41.22,0,10.8,"[116.461998,39.940189]",116.461998,39.940189,116.461998,39.940189
1168,26713,2013-10-09 12:00:00+00:00,4122,"[116.357246,39.967937]",0.0,51.305,0,2.35,"[116.357246,39.967937]",116.357246,39.967937,116.357246,39.967937
1170,26759,2013-10-09 12:45:00+00:00,4122,"[116.417084,39.951141]",0.0,40.6375,0,14.4,"[116.417084,39.951141]",116.417084,39.951141,116.417084,39.951141
1172,26799,2013-10-09 14:15:00+00:00,4122,"[116.462845,39.933521]",0.0,25.315,0,11.783333333333333,"[116.462845,39.933521]",116.462845,39.933521,116.462845,39.933521
1173,26806,2013-10-09 14:30:00+00:00,4122,"[116.50222,39.922916]",0.0,23.16,0,15.683333333333334,"[116.50222,39.922916]",116.50222,39.922916,116.50222,39.922916
1174,26822,2013-10-09 00:30:00+00:00,4123,"[116.240677,39.896805]",0.0,61.655,0,11.133333333333333,"[116.240677,39.896805]",116.240677,39.896805,116.240677,39.896805
1175,26854,2013-10-09 00:45:00+00:00,4123,"[116.340424,39.867744]",0.0,60.74249999999999,0,23.7,"[116.340424,39.867744]",116.340424,39.867744,116.340424,39.867744
1176,26895,2013-10-09 01:30:00+00:00,4123,"[116.300507,39.923817]",0.0,29.8525,0,21.616666666666667,"[116.300507,39.923817]",116.300507,39.923817,116.300507,39.923817
1178,27022,2013-10-09 03:00:00+00:00,4123,"[116.448181,39.876209]",0.0,41.715,0,17.433333333333334,"[116.448181,39.876209]",116.448181,39.876209,116.448181,39.876209
1179,27085,2013-10-09 05:00:00+00:00,4123,"[116.355789,39.950233]",0.0,60.6375,0,11.233333333333333,"[116.355789,39.950233]",116.355789,39.950233,116.355789,39.950233
1180,27106,2013-10-09 05:45:00+00:00,4123,"[116.395966,39.938301]",0.0,34.0025,0,10.433333333333334,"[116.395966,39.938301]",116.395966,39.938301,116.395966,39.938301
1181,27124,2013-10-09 06:00:00+00:00,4123,"[116.373039,39.931187]",0.0,38.635,0,9.616666666666667,"[116.373039,39.931187]",116.373039,39.931187,116.373039,39.931187
1182,27141,2013-10-09 06:30:00+00:00,4123,"[116.291351,39.924332]",0.0,53.03,0,27.6,"[116.291351,39.924332]",116.291351,39.924332,116.291351,39.924332
1183,27179,2013-10-09 07:00:00+00:00,4123,"[116.403061,39.908009]",0.0,38.8125,0,83.93333333333334,"[116.403061,39.908009]",116.403061,39.908009,116.403061,39.908009
1184,27287,2013-10-09 08:45:00+00:00,4123,"[116.382088,39.857422]",0.0,25.7525,0,21.066666666666666,"[116.382088,39.857422]",116.382088,39.857422,116.382088,39.857422
1185,27312,2013-10-09 09:00:00+00:00,4123,"[116.371468,39.865643]",0.0,13.135,0,9.283333333333333,"[116.371468,39.865643]",116.371468,39.865643,116.371468,39.865643
1186,27326,2013-10-09 09:15:00+00:00,4123,"[116.392738,39.857273]",0.0,21.4975,0,13.233333333333333,"[116.392738,39.857273]",116.392738,39.857273,116.392738,39.857273
1187,27342,2013-10-09 09:45:00+00:00,4123,"[116.302826,39.866917]",0.0,46.465,0,11.283333333333333,"[116.302826,39.866917]",116.302826,39.866917,116.302826,39.866917
1188,27356,2013-10-09 11:30:00+00:00,4123,"[116.199394,39.764446]",0.0,31.8675,0,9.0,"[116.199394,39.764446]",116.199394,39.764446,116.199394,39.764446
1189,27367,2013-10-09 11:45:00+00:00,4123,"[116.23819,39.838394]",0.0,19.4925,0,10.366666666666667,"[116.23819,39.838394]",116.23819,39.838394,116.23819,39.838394
1190,27391,2013-10-09 12:30:00+00:00,4123,"[116.31955,39.892998]",0.0,12.0925,0,16.95,"[116.31955,39.892998]",116.31955,39.892998,116.31955,39.892998
1191,27411,2013-10-09 13:00:00+00:00,4123,"[116.278336,39.87653]",0.0,60.7,0,15.233333333333333,"[116.278336,39.87653]",116.278336,39.87653,116.278336,39.87653
1192,27428,2013-10-09 13:30:00+00:00,4123,"[116.326469,39.898605]",0.0,34.9975,0,23.433333333333334,"[116.326469,39.898605]",116.326469,39.898605,116.326469,39.898605
1193,27459,2013-10-09 14:00:00+00:00,4123,"[116.427818,39.9049]",0.0,19.37,0,32.233333333333334,"[116.427818,39.9049]",116.427818,39.9049,116.427818,39.9049
1194,27496,2013-10-09 14:30:00+00:00,4123,"[116.431023,39.980679]",0.0,14.72,0,13.933333333333334,"[116.431023,39.980679]",116.431023,39.980679,116.431023,39.980679
1195,27511,2013-10-09 15:00:00+00:00,4123,"[116.408195,40.004547]",0.0,18.3475,0,16.583333333333332,"[116.408195,40.004547]",116.408195,40.004547,116.408195,40.004547
1197,27562,2013-10-09 16:15:00+00:00,4123,"[116.463699,39.976776]",0.0,41.34,0,13.85,"[116.463699,39.976776]",116.463699,39.976776,116.463699,39.976776
1198,27591,2013-10-09 17:00:00+00:00,4123,"[116.337265,39.976982]",0.0,22.9275,0,17.216666666666665,"[116.337265,39.976982]",116.337265,39.976982,116.337265,39.976982
1199,27610,2013-10-09 17:30:00+00:00,4123,"[116.352997,39.971581]",0.0,48.61,0,34.65,"[116.352997,39.971581]",116.352997,39.971581,116.352997,39.971581
1201,27659,2013-10-09 18:30:00+00:00,4123,"[116.400909,39.996696]",0.0,17.755,0,52.78333333333333,"[116.400909,39.996696]",116.400909,39.996696,116.400909,39.996696
1202,27718,2013-10-09 19:30:00+00:00,4123,"[116.451302,39.94136]",0.0,13.165,0,23.1,"[116.451302,39.94136]",116.451302,39.94136,116.451302,39.94136
1203,27742,2013-10-09 20:15:00+00:00,4123,"[116.424126,39.986221]",0.0,30.87,0,16.016666666666666,"[116.424126,39.986221]",116.424126,39.986221,116.424126,39.986221
1204,27763,2013-10-09 20:45:00+00:00,4123,"[116.3554,39.95108]",0.0,40.8475,0,10.616666666666667,"[116.3554,39.95108]",116.3554,39.95108,116.3554,39.95108
1205,27777,2013-10-09 21:00:00+00:00,4123,"[116.308586,39.897087]",0.0,44.4925,0,3.216666666666667,"[116.308586,39.897087]",116.308586,39.897087,116.308586,39.897087
1206,27782,2013-10-09 21:15:00+00:00,4123,"[116.316765,39.897671]",0.0,48.985,0,10.8,"[116.316765,39.897671]",116.316765,39.897671,116.316765,39.897671
1208,27826,2013-10-09 22:45:00+00:00,4123,"[116.376312,39.909721]",0.0,15.305,0,20.883333333333333,"[116.376312,39.909721]",116.376312,39.909721,116.376312,39.909721
1209,27852,2013-10-09 23:00:00+00:00,4123,"[116.381546,39.854752]",0.0,22.7825,0,21.033333333333335,"[116.381546,39.854752]",116.381546,39.854752,116.381546,39.854752
1210,27879,2013-10-09 23:45:00+00:00,4123,"[116.375206,39.864586]",0.0,21.305,0,11.35,"[116.375206,39.864586]",116.375206,39.864586,116.375206,39.864586
1211,27892,2013-10-09 12:30:00+00:00,4124,"[116.240051,39.835251]",0.0,12.1325,0,30.066666666666666,"[116.240051,39.835251]",116.240051,39.835251,116.240051,39.835251
1212,27947,2013-10-09 13:00:00+00:00,4124,"[116.414322,39.89748]",0.0,21.795,0,13.55,"[116.414322,39.89748]",116.414322,39.89748,116.414322,39.89748
1213,27965,2013-10-09 13:30:00+00:00,4124,"[116.450714,39.87204]",0.0,18.5875,0,11.916666666666666,"[116.450714,39.87204]",116.450714,39.87204,116.450714,39.87204
1215,28001,2013-10-09 14:00:00+00:00,4124,"[116.479469,39.908218]",0.0,27.680000000000003,0,5.116666666666666,"[116.479469,39.908218]",116.479469,39.908218,116.479469,39.908218
1216,28014,2013-10-09 15:00:00+00:00,4124,"[116.54464,39.911461]",0.0,31.1175,0,19.233333333333334,"[116.54464,39.911461]",116.54464,39.911461,116.54464,39.911461
1217,28054,2013-10-09 15:30:00+00:00,4124,"[116.542526,40.024651]",0.0,42.845,0,74.1,"[116.542526,40.024651]",116.542526,40.024651,116.542526,40.024651
1219,28217,2013-10-09 19:00:00+00:00,4124,"[116.439529,39.933872]",0.0,13.7375,0,50.833333333333336,"[116.439529,39.933872]",116.439529,39.933872,116.439529,39.933872
1220,28274,2013-10-09 20:45:00+00:00,4124,"[116.315811,39.887249]",0.0,18.5875,0,13.933333333333334,"[116.315811,39.887249]",116.315811,39.887249,116.315811,39.887249
1221,28308,2013-10-09 06:45:00+00:00,4125,"[116.500084,39.861538]",0.0,40.8775,0,31.05,"[116.500084,39.861538]",116.500084,39.861538,116.500084,39.861538
1222,28350,2013-10-09 07:15:00+00:00,4125,"[116.442886,39.896374]",0.0,43.2725,0,77.45,"[116.442886,39.896374]",116.442886,39.896374,116.442886,39.896374
1223,28429,2013-10-09 11:00:00+00:00,4125,"[116.429512,39.893661]",0.0,22.76,0,15.783333333333333,"[116.429512,39.893661]",116.429512,39.893661,116.429512,39.893661
1224,28452,2013-10-09 11:15:00+00:00,4125,"[116.463028,39.884342]",0.0,23.2775,0,16.45,"[116.463028,39.884342]",116.463028,39.884342,116.463028,39.884342
1225,28474,2013-10-09 12:15:00+00:00,4125,"[116.500198,39.867817]",0.0,9.48,0,16.25,"[116.500198,39.867817]",116.500198,39.867817,116.500198,39.867817
1226,28495,2013-10-09 12:45:00+00:00,4125,"[116.477348,39.89188]",0.0,31.6225,0,23.266666666666666,"[116.477348,39.89188]",116.477348,39.89188,116.477348,39.89188
1227,28521,2013-10-09 13:45:00+00:00,4125,"[116.46711,39.876259]",0.0,15.505,0,4.233333333333333,"[116.46711,39.876259]",116.46711,39.876259,116.46711,39.876259
1231,28555,2013-10-09 08:15:00+00:00,4126,"[116.44149,40.02438]",0.0,49.6575,0,63.3,"[116.44149,40.02438]",116.44149,40.02438,116.44149,40.02438
1232,28599,2013-10-09 09:30:00+00:00,4126,"[116.433975,39.944214]",0.0,39.5375,0,14.866666666666667,"[116.433975,39.944214]",116.433975,39.944214,116.433975,39.944214
1233,28617,2013-10-09 10:00:00+00:00,4126,"[116.39167,39.903027]",0.0,38.3275,0,10.833333333333334,"[116.39167,39.903027]",116.39167,39.903027,116.39167,39.903027
1234,28625,2013-10-09 10:30:00+00:00,4126,"[116.408051,39.933418]",0.0,17.2675,0,20.083333333333332,"[116.408051,39.933418]",116.408051,39.933418,116.408051,39.933418
1235,28639,2013-10-09 11:00:00+00:00,4126,"[116.335541,39.953629]",0.0,28.455,0,13.583333333333334,"[116.335541,39.953629]",116.335541,39.953629,116.335541,39.953629
1236,28652,2013-10-09 13:15:00+00:00,4126,"[116.473831,39.996105]",0.0,25.56,0,10.0,"[116.473831,39.996105]",116.473831,39.996105,116.473831,39.996105
1237,28659,2013-10-09 13:45:00+00:00,4126,"[116.477654,39.970566]",0.0,42.055,0,14.9,"[116.477654,39.970566]",116.477654,39.970566,116.477654,39.970566
1238,28673,2013-10-09 14:15:00+00:00,4126,"[116.490013,39.908695]",0.0,55.175,0,5.283333333333333,"[116.490013,39.908695]",116.490013,39.908695,116.490013,39.908695
1241,28712,2013-10-09 15:45:00+00:00,4126,"[116.489998,39.921738]",0.0,37.3925,0,9.083333333333334,"[116.489998,39.921738]",116.489998,39.921738,116.489998,39.921738
1242,28723,2013-10-09 16:00:00+00:00,4126,"[116.411369,39.988655]",0.0,47.21000000000001,0,9.95,"[116.411369,39.988655]",116.411369,39.988655,116.411369,39.988655
1243,28732,2013-10-09 16:30:00+00:00,4126,"[116.377335,39.990307]",0.0,24.5075,0,13.716666666666667,"[116.377335,39.990307]",116.377335,39.990307,116.377335,39.990307
1244,28743,2013-10-09 16:45:00+00:00,4126,"[116.324219,39.949554]",0.0,40.8875,0,49.96666666666667,"[116.324219,39.949554]",116.324219,39.949554,116.324219,39.949554
1245,28783,2013-10-09 18:15:00+00:00,4126,"[116.435158,39.915794]",0.0,14.4375,0,28.833333333333332,"[116.435158,39.915794]",116.435158,39.915794,116.435158,39.915794
1246,28805,2013-10-09 07:15:00+00:00,4127,"[116.198906,39.947914]",0.0,28.68,0,34.15,"[116.198906,39.947914]",116.198906,39.947914,116.198906,39.947914
1247,28849,2013-10-09 08:00:00+00:00,4127,"[116.281128,39.869591]",0.0,26.905,0,12.2,"[116.281128,39.869591]",116.281128,39.869591,116.281128,39.869591
1249,28895,2013-10-09 08:45:00+00:00,4127,"[116.260872,39.889793]",0.0,29.3975,0,32.766666666666666,"[116.260872,39.889793]",116.260872,39.889793,116.260872,39.889793
1250,28930,2013-10-09 09:15:00+00:00,4127,"[116.305237,39.880585]",0.0,28.0775,0,7.666666666666667,"[116.305237,39.880585]",116.305237,39.880585,116.305237,39.880585
1251,28942,2013-10-09 09:45:00+00:00,4127,"[116.335381,39.910183]",0.0,28.5025,0,6.6,"[116.335381,39.910183]",116.335381,39.910183,116.335381,39.910183
1253,28968,2013-10-09 10:15:00+00:00,4127,"[116.371368,39.954849]",0.0,22.7025,0,27.166666666666668,"[116.371368,39.954849]",116.371368,39.954849,116.371368,39.954849
1254,29004,2013-10-09 11:00:00+00:00,4127,"[116.328903,39.903877]",0.0,17.0325,0,45.55,"[116.328903,39.903877]",116.328903,39.903877,116.328903,39.903877
1255,29049,2013-10-09 12:00:00+00:00,4127,"[116.40863,39.941223]",0.0,24.585,0,21.85,"[116.40863,39.941223]",116.40863,39.941223,116.40863,39.941223
1256,29073,2013-10-09 12:30:00+00:00,4127,"[116.444572,39.927036]",0.0,20.317500000000003,0,11.35,"[116.444572,39.927036]",116.444572,39.927036,116.444572,39.927036
1257,29088,2013-10-09 13:00:00+00:00,4127,"[116.439613,39.961182]",0.0,10.0725,0,56.65,"[116.439613,39.961182]",116.439613,39.961182,116.439613,39.961182
1258,29153,2013-10-09 14:00:00+00:00,4127,"[116.295128,39.889862]",0.0,17.9475,0,16.8,"[116.295128,39.889862]",116.295128,39.889862,116.295128,39.889862
1259,29173,2013-10-09 08:15:00+00:00,4129,"[116.329781,39.782818]",0.0,31.565,0,62.733333333333334,"[116.329781,39.782818]",116.329781,39.782818,116.329781,39.782818
1260,29208,2013-10-09 09:15:00+00:00,4129,"[116.388901,39.883392]",0.0,13.45,0,27.216666666666665,"[116.388901,39.883392]",116.388901,39.883392,116.388901,39.883392
1261,29226,2013-10-09 09:45:00+00:00,4129,"[116.408997,39.929974]",0.0,11.665,0,18.8,"[116.408997,39.929974]",116.408997,39.929974,116.408997,39.929974
1263,29249,2013-10-09 11:30:00+00:00,4129,"[116.311211,39.881386]",0.0,44.35,0,3.1166666666666667,"[116.311211,39.881386]",116.311211,39.881386,116.311211,39.881386
1264,29254,2013-10-09 12:00:00+00:00,4129,"[116.32653,39.882545]",0.0,20.7875,0,5.666666666666667,"[116.32653,39.882545]",116.32653,39.882545,116.32653,39.882545
1265,29260,2013-10-09 14:00:00+00:00,4129,"[116.331253,39.865425]",0.0,32.1375,0,27.366666666666667,"[116.331253,39.865425]",116.331253,39.865425,116.331253,39.865425
1266,29286,2013-10-09 14:30:00+00:00,4129,"[116.349358,39.934891]",0.0,22.6575,0,17.65,"[116.349358,39.934891]",116.349358,39.934891,116.349358,39.934891
1268,29304,2013-10-09 15:15:00+00:00,4129,"[116.356293,39.910366]",0.0,18.21,0,17.266666666666666,"[116.356293,39.910366]",116.356293,39.910366,116.356293,39.910366
1269,29323,2013-10-09 16:15:00+00:00,4129,"[116.364815,39.854763]",0.0,45.7525,0,5.433333333333334,"[116.364815,39.854763]",116.364815,39.854763,116.364815,39.854763
1270,29329,2013-10-09 17:00:00+00:00,4129,"[116.355637,39.852615]",0.0,44.14,0,12.083333333333334,"[116.355637,39.852615]",116.355637,39.852615,116.355637,39.852615
1272,29371,2013-10-09 18:30:00+00:00,4129,"[116.398224,39.791893]",0.0,13.8525,0,28.183333333333334,"[116.398224,39.791893]",116.398224,39.791893,116.398224,39.791893
1273,29395,2013-10-09 19:15:00+00:00,4129,"[116.387222,39.86105]",0.0,15.607500000000002,0,4.183333333333334,"[116.387222,39.86105]",116.387222,39.86105,116.387222,39.86105
1274,29400,2013-10-09 19:30:00+00:00,4129,"[116.371384,39.847034]",0.0,31.7875,0,7.083333333333333,"[116.371384,39.847034]",116.371384,39.847034,116.371384,39.847034
1275,29406,2013-10-09 20:00:00+00:00,4129,"[116.370888,39.839931]",0.0,37.615,0,17.6,"[116.370888,39.839931]",116.370888,39.839931,116.370888,39.839931
1276,29422,2013-10-09 20:30:00+00:00,4129,"[116.369789,39.850765]",0.0,25.43,0,5.95,"[116.369789,39.850765]",116.369789,39.850765,116.369789,39.850765
1277,29427,2013-10-09 20:45:00+00:00,4129,"[116.386406,39.844379]",0.0,29.5175,0,26.383333333333333,"[116.386406,39.844379]",116.386406,39.844379,116.386406,39.844379
1278,29448,2013-10-09 21:15:00+00:00,4129,"[116.336082,39.877281]",0.0,19.99,0,32.93333333333333,"[116.336082,39.877281]",116.336082,39.877281,116.336082,39.877281
1280,29499,2013-10-09 22:45:00+00:00,4129,"[116.353233,39.924694]",0.0,19.82,0,5.6,"[116.353233,39.924694]",116.353233,39.924694,116.353233,39.924694
1281,29505,2013-10-09 23:00:00+00:00,4129,"[116.362175,39.899673]",0.0,20.8125,0,23.933333333333334,"[116.362175,39.899673]",116.362175,39.899673,116.362175,39.899673
1282,29530,2013-10-09 08:15:00+00:00,4130,"[116.324295,40.024776]",0.0,30.4375,0,19.516666666666666,"[116.324295,40.024776]",116.324295,40.024776,116.324295,40.024776
1284,29558,2013-10-09 14:15:00+00:00,4130,"[116.430016,39.968956]",0.0,27.8825,0,5.4,"[116.430016,39.968956]",116.430016,39.968956,116.430016,39.968956
1285,29564,2013-10-09 07:00:00+00:00,4131,"[116.233597,39.850018]",0.0,46.51,0,22.916666666666668,"[116.233597,39.850018]",116.233597,39.850018,116.233597,39.850018
1287,29616,2013-10-09 08:15:00+00:00,4131,"[116.259834,39.900204]",0.0,9.535,0,57.733333333333334,"[116.259834,39.900204]",116.259834,39.900204,116.259834,39.900204
1288,29713,2013-10-09 09:30:00+00:00,4131,"[116.541435,40.024292]",0.0,77.9875,0,91.7,"[116.541435,40.024292]",116.541435,40.024292,116.541435,40.024292
1290,29830,2013-10-09 12:15:00+00:00,4131,"[116.3228,39.967285]",0.0,20.7775,0,11.483333333333333,"[116.3228,39.967285]",116.3228,39.967285,116.3228,39.967285
1291,29845,2013-10-09 12:45:00+00:00,4131,"[116.365692,39.97086]",0.0,21.72,0,5.466666666666667,"[116.365692,39.97086]",116.365692,39.97086,116.365692,39.97086
1292,29853,2013-10-09 13:00:00+00:00,4131,"[116.36087,39.945374]",0.0,41.315,0,19.633333333333333,"[116.36087,39.945374]",116.36087,39.945374,116.36087,39.945374
1293,29878,2013-10-09 13:45:00+00:00,4131,"[116.310654,39.909275]",0.0,48.835,0,23.816666666666666,"[116.310654,39.909275]",116.310654,39.909275,116.310654,39.909275
1294,29919,2013-10-09 14:15:00+00:00,4131,"[116.364822,39.987465]",0.0,50.755,0,10.433333333333334,"[116.364822,39.987465]",116.364822,39.987465,116.364822,39.987465
1295,29929,2013-10-09 14:45:00+00:00,4131,"[116.333282,39.983261]",0.0,33.2525,0,32.0,"[116.333282,39.983261]",116.333282,39.983261,116.333282,39.983261
1297,29986,2013-10-09 16:15:00+00:00,4131,"[116.352959,39.912781]",0.0,17.7175,0,25.366666666666667,"[116.352959,39.912781]",116.352959,39.912781,116.352959,39.912781
1298,30004,2013-10-09 16:45:00+00:00,4131,"[116.372589,39.941746]",0.0,13.75,0,12.0,"[116.372589,39.941746]",116.372589,39.941746,116.372589,39.941746
1299,30020,2013-10-09 17:15:00+00:00,4131,"[116.370239,39.968212]",0.0,37.05500000000001,0,9.016666666666667,"[116.370239,39.968212]",116.370239,39.968212,116.370239,39.968212
1301,30060,2013-10-09 18:15:00+00:00,4131,"[116.406746,39.9119]",0.0,19.2625,0,14.05,"[116.406746,39.9119]",116.406746,39.9119,116.406746,39.9119
1302,30071,2013-10-09 18:30:00+00:00,4131,"[116.386162,39.889709]",0.0,14.65,0,8.216666666666667,"[116.386162,39.889709]",116.386162,39.889709,116.386162,39.889709
1303,30079,2013-10-09 18:45:00+00:00,4131,"[116.358253,39.889462]",0.0,21.1925,0,10.0,"[116.358253,39.889462]",116.358253,39.889462,116.358253,39.889462
1305,30100,2013-10-09 00:30:00+00:00,4132,"[116.42746,39.90601]",0.0,21.8925,0,19.483333333333334,"[116.42746,39.90601]",116.42746,39.90601,116.42746,39.90601
1308,30240,2013-10-09 07:15:00+00:00,4132,"[116.448418,39.884537]",0.0,47.8425,0,23.85,"[116.448418,39.884537]",116.448418,39.884537,116.448418,39.884537
1309,30265,2013-10-09 12:15:00+00:00,4132,"[116.460823,39.949162]",0.0,32.195,0,12.433333333333334,"[116.460823,39.949162]",116.460823,39.949162,116.460823,39.949162
1310,30285,2013-10-09 14:30:00+00:00,4132,"[116.536919,40.022678]",0.0,36.1775,0,53.166666666666664,"[116.536919,40.022678]",116.536919,40.022678,116.536919,40.022678
1311,30340,2013-10-09 15:45:00+00:00,4132,"[116.457817,39.91785]",0.0,28.75,0,23.25,"[116.457817,39.91785]",116.457817,39.91785,116.457817,39.91785
1313,30372,2013-10-09 16:45:00+00:00,4132,"[116.432465,39.955032]",0.0,20.795,0,40.65,"[116.432465,39.955032]",116.432465,39.955032,116.432465,39.955032
1314,30415,2013-10-09 17:30:00+00:00,4132,"[116.449532,39.859383]",0.0,56.24250000000001,0,7.783333333333333,"[116.449532,39.859383]",116.449532,39.859383,116.449532,39.859383
1315,30426,2013-10-09 17:30:00+00:00,4132,"[116.467743,39.879467]",0.0,10.5175,0,103.46666666666667,"[116.467743,39.879467]",116.467743,39.879467,116.467743,39.879467
1317,30536,2013-10-09 20:15:00+00:00,4132,"[116.40773,40.007824]",0.0,36.5275,0,26.4,"[116.40773,40.007824]",116.40773,40.007824,116.40773,40.007824
1318,30567,2013-10-09 20:45:00+00:00,4132,"[116.390175,39.963081]",0.0,28.4375,0,41.71666666666667,"[116.390175,39.963081]",116.390175,39.963081,116.390175,39.963081
1320,30659,2013-10-09 22:45:00+00:00,4132,"[116.357567,39.952118]",0.0,17.65,0,31.783333333333335,"[116.357567,39.952118]",116.357567,39.952118,116.357567,39.952118
1321,30713,2013-10-09 23:30:00+00:00,4132,"[116.406822,39.908089]",0.0,28.65,0,17.266666666666666,"[116.406822,39.908089]",116.406822,39.908089,116.406822,39.908089
1322,30735,2013-10-09 23:45:00+00:00,4132,"[116.382126,39.933029]",0.0,40.66,0,2.6,"[116.382126,39.933029]",116.382126,39.933029,116.382126,39.933029
1323,30741,2013-10-09 06:45:00+00:00,4134,"[116.543556,39.909439]",0.0,59.29,0,34.833333333333336,"[116.543556,39.909439]",116.543556,39.909439,116.543556,39.909439
1325,30800,2013-10-09 08:15:00+00:00,4134,"[116.489433,39.916969]",0.0,37.445,0,7.566666666666666,"[116.489433,39.916969]",116.489433,39.916969,116.489433,39.916969
1326,30807,2013-10-09 08:30:00+00:00,4134,"[116.469002,39.908516]",0.0,37.675,0,31.9,"[116.469002,39.908516]",116.469002,39.908516,116.469002,39.908516
1327,30843,2013-10-09 09:15:00+00:00,4134,"[116.461716,39.895634]",0.0,20.7625,0,16.816666666666666,"[116.461716,39.895634]",116.461716,39.895634,116.461716,39.895634
1328,30882,2013-10-09 12:00:00+00:00,4134,"[116.539368,40.023544]",0.0,76.78999999999999,0,23.216666666666665,"[116.539368,40.023544]",116.539368,40.023544,116.539368,40.023544
1329,30917,2013-10-09 13:45:00+00:00,4134,"[116.473999,39.909737]",0.0,16.7125,0,12.816666666666666,"[116.473999,39.909737]",116.473999,39.909737,116.473999,39.909737
1330,30932,2013-10-09 14:15:00+00:00,4134,"[116.450356,39.921852]",0.0,17.7625,0,56.68333333333333,"[116.450356,39.921852]",116.450356,39.921852,116.450356,39.921852
1331,31002,2013-10-09 15:30:00+00:00,4134,"[116.36087,39.981644]",0.0,12.2225,0,9.566666666666666,"[116.36087,39.981644]",116.36087,39.981644,116.36087,39.981644
1332,31014,2013-10-09 15:45:00+00:00,4134,"[116.380379,39.96983]",0.0,42.3775,0,6.8,"[116.380379,39.96983]",116.380379,39.96983,116.380379,39.96983
1333,31022,2013-10-09 16:00:00+00:00,4134,"[116.360107,39.973419]",0.0,13.9775,0,28.783333333333335,"[116.360107,39.973419]",116.360107,39.973419,116.360107,39.973419
1334,31053,2013-10-09 17:15:00+00:00,4134,"[116.417465,39.978664]",0.0,27.47,0,13.933333333333334,"[116.417465,39.978664]",116.417465,39.978664,116.417465,39.978664
1335,31067,2013-10-09 17:30:00+00:00,4134,"[116.408852,39.931149]",0.0,26.3925,0,58.266666666666666,"[116.408852,39.931149]",116.408852,39.931149,116.408852,39.931149
1336,31111,2013-10-09 18:30:00+00:00,4134,"[116.316689,39.909718]",0.0,21.1025,0,44.71666666666667,"[116.316689,39.909718]",116.316689,39.909718,116.316689,39.909718
1337,31165,2013-10-09 19:30:00+00:00,4134,"[116.427185,39.858196]",0.0,50.7475,0,11.666666666666666,"[116.427185,39.858196]",116.427185,39.858196,116.427185,39.858196
1338,31187,2013-10-09 21:30:00+00:00,4134,"[116.475914,39.908497]",0.0,32.302499999999995,0,34.983333333333334,"[116.475914,39.908497]",116.475914,39.908497,116.475914,39.908497
1339,31233,2013-10-09 22:30:00+00:00,4134,"[116.324799,39.907753]",0.0,39.9375,0,23.116666666666667,"[116.324799,39.907753]",116.324799,39.907753,116.324799,39.907753
1340,31269,2013-10-09 23:15:00+00:00,4134,"[116.471268,39.908604]",0.0,55.22749999999999,0,7.0,"[116.471268,39.908604]",116.471268,39.908604,116.471268,39.908604
1343,31328,2013-10-09 03:30:00+00:00,4135,"[116.403221,39.998302]",0.0,38.315,0,5.933333333333334,"[116.403221,39.998302]",116.403221,39.998302,116.403221,39.998302
1344,31336,2013-10-09 03:45:00+00:00,4135,"[116.37133,40.00975]",0.0,41.455,0,21.3,"[116.37133,40.00975]",116.37133,40.00975,116.37133,40.00975
1345,31368,2013-10-09 07:45:00+00:00,4135,"[116.351509,40.025047]",0.0,34.1475,0,68.33333333333333,"[116.351509,40.025047]",116.351509,40.025047,116.351509,40.025047
1346,31424,2013-10-09 09:00:00+00:00,4135,"[116.302681,39.963638]",0.0,16.6025,0,14.416666666666666,"[116.302681,39.963638]",116.302681,39.963638,116.302681,39.963638
1347,31437,2013-10-09 09:45:00+00:00,4135,"[116.327225,39.990707]",0.0,21.0425,0,15.9,"[116.327225,39.990707]",116.327225,39.990707,116.327225,39.990707
1348,31454,2013-10-09 10:00:00+00:00,4135,"[116.353516,39.961411]",0.0,21.735,0,4.016666666666667,"[116.353516,39.961411]",116.353516,39.961411,116.353516,39.961411
1349,31463,2013-10-09 10:00:00+00:00,4135,"[116.356613,39.914345]",0.0,36.44,0,22.333333333333332,"[116.356613,39.914345]",116.356613,39.914345,116.356613,39.914345
1350,31488,2013-10-09 10:45:00+00:00,4135,"[116.384956,39.886368]",0.0,30.0525,0,25.183333333333334,"[116.384956,39.886368]",116.384956,39.886368,116.384956,39.886368
1351,31505,2013-10-09 11:15:00+00:00,4135,"[116.355927,39.93634]",0.0,39.7325,0,9.6,"[116.355927,39.93634]",116.355927,39.93634,116.355927,39.93634
